계정,연도,상품번호,판매자코드,ROAS%,광고비,광고전환매출,클릭
dlrmsgh012,2025,4182653287,LCE_SX_L4452657_00,230,22583,51960,55
dlrmsgh012,2025,4182692524,LCE_SX_L1741786_00,1182,1947,23010,5
dlrmsgh012,2025,4182868093,LCE_MX_L6746667_00,1528,16709,255240,22
dlrmsgh012,2025,4185302341,LCE_MX_L4293077_00,456,38049,173540,45
dlrmsgh012,2025,4188343368,LCE_SX_L3639174,300,15268,45730,39
dlrmsgh012,2025,4188352918,LCE_SX_L1199177_00,4261,2959,126080,8
dlrmsgh012,2025,4188514376,LCE_SX_L0830039_00,3200,990,31680,2
dlrmsgh012,2025,4188557467,LCE_SX_L6155168,2226,1485,33060,4
dlrmsgh012,2025,4188557861,LCE_SX_L1056257,2028,1551,31450,5
dlrmsgh012,2025,4188558138,LCE_SX_L0237370,1763,1331,23460,5
dlrmsgh012,2025,4343738938,LCE_MX_L2465326_00,2698,5555,149880,7
dlrmsgh012,2025,4343742014,LCE_MX_L0562433_00,449,17193,77160,29
dlrmsgh012,2025,4361125024,LCE_MX_L5701233_00,1861,10417,193810,17
dlrmsgh012,2025,4361126541,LCE_MX_L1616889_00,3689,9900,365180,17
dlrmsgh012,2025,4361138603,LCE_MX_L0106078_00,572,8855,50680,15
dlrmsgh012,2025,4361149863,LCE_MX_L4998469_00,714,5478,39100,9
dlrmsgh012,2025,4361155517,LCE_MX_L2595737_00,1182,4026,47600,7
dlrmsgh012,2025,4361188854,LCE_MX_L1790336_00,342,21483,73530,41
dlrmsgh012,2025,4361195608,LCE_MX_L9550542_00,971,6886,66840,10
dlrmsgh012,2025,4361223723,LCE_MX_L0824751_00,387,3762,14560,5
dlrmsgh012,2025,4361227045,LCE_MX_L3210708_00,828,6182,51200,13
dlrmsgh012,2025,4361232593,LCE_SX_L3812110_00,1130,10516,118780,12
dlrmsgh012,2025,4366274165,LCE_MX_L6791542_00,745,5368,40000,7
dlrmsgh012,2025,4366277238,LCE_MX_L9294678_00,227,80740,182880,89
dlrmsgh012,2025,4182540692,LCE_SX_L3327695,3511,638,22400,2
dlrmsgh012,2025,4182574773,LCE_SX_L8561573_00,1519,3278,49790,8
dlrmsgh012,2025,4182582037,LCE_MX_L1126889,377,28314,106660,39
dlrmsgh012,2025,4182645716,LCE_SX_L5305930_00,24221,407,98580,1
dlrmsgh012,2025,4182775836,LCE_SX_L8181054_01,3606,1155,41650,3
dlrmsgh012,2025,4182794472,LCE_SX_L3528475_00,1716,1595,27370,4
dlrmsgh012,2025,4182840135,,3043,1595,48540,4
dlrmsgh012,2025,4182896320,LCE_SX_L0120714_02,4923,770,37910,2
dlrmsgh012,2025,4182897218,LCE_SX_L2087574_00,2282,1133,25860,3
dlrmsgh012,2025,4182897353,LCE_SX_L2087571_00,27345,385,105280,1
dlrmsgh012,2025,4182919709,,1530,1936,29620,5
dlrmsgh012,2025,4182929179,LCE_SX_L9733027,8496,385,32710,1
dlrmsgh012,2025,4182935428,LCE_SX_L4696157_01,5812,2442,141920,6
dlrmsgh012,2025,4182946779,LCE_SX_L6638247_03,1685,3190,53740,8
dlrmsgh012,2025,4182946873,LCE_SX_L6638247_04,967,2904,28070,7
dlrmsgh012,2025,4182948155,LCE_SX_L6638052_08,2407,1155,27800,3
dlrmsgh012,2025,4182948317,LCE_SX_L6638244_02,425,6303,26800,16
dlrmsgh012,2025,4182980209,LCE_SX_L7312872_00,9138,385,35180,1
dlrmsgh012,2025,4185950925,LCE_SX_L1003997_03,17314,385,66660,1
dlrmsgh012,2025,4186261888,LCE_SX_L1310901,1568,1265,19840,3
dlrmsgh012,2025,4188361441,LCE_SX_L0709382_00,67377,308,207520,1
dlrmsgh012,2025,4188400578,LCE_SX_L9174554_00,6496,385,25010,1
dlrmsgh012,2025,4188426559,LCE_SX_L0020593_00,66845,110,73530,1
dlrmsgh012,2025,4188500188,LCE_SX_L3363822,11698,2486,290800,6
dlrmsgh012,2025,4188534102,LCE_SX_L3964554_00,12479,330,41180,1
dlrmsgh012,2025,4188560904,LCE_SX_L3755851_00,8002,440,35210,1
dlrmsgh012,2025,4188580175,LCE_SX_L0171039_00,8545,495,42300,1
dlrmsgh012,2025,4188589343,LCE_SX_L3727305_00,1095,6534,71520,17
dlrmsgh012,2025,4330349788,LCE_SX_L5670631_00,2452,1540,37760,4
dlrmsgh012,2025,4330350254,LCE_SX_L9696902_00,19737,407,80330,1
dlrmsgh012,2025,4330350715,LCE_SX_L2465418_00,1625,3300,53640,9
dlrmsgh012,2025,4330356831,LCE_SX_L9386924_00,2331,5885,137190,15
dlrmsgh012,2025,4330362073,LCE_SX_L6551996_00,3488,1815,63300,4
dlrmsgh012,2025,4330362294,LCE_SX_L5100728_00,691,4191,28960,11
dlrmsgh012,2025,4330364698,LCE_SX_L5278902_00,10833,407,44090,1
dlrmsgh012,2025,4343730163,LCE_MX_L9338480_00,3068,1122,34420,3
dlrmsgh012,2025,4343739309,LCE_SX_L2200062_00,10194,2332,237720,6
dlrmsgh012,2025,4343739581,LCE_SX_L2465052_00,19366,407,78820,1
dlrmsgh012,2025,4354936673,LCE_SX_L9318979_00,2275,880,20020,2
dlrmsgh012,2025,4361150129,LCE_SX_L4998471_00,16449,385,63330,1
dlrmsgh012,2025,4361163249,LCE_SX_L8032839_00,1232,1980,24400,5
dlrmsgh012,2025,4361185064,LCE_SX_L8508373_01,12301,385,47360,1
dlrmsgh012,2025,4361208842,LCE_SX_L4492123_01,15458,330,51010,1
dlrmsgh012,2025,4361210311,LCE_SX_L7357286_00,2369,5929,140450,17
dlrmsgh012,2025,4361234588,LCE_SX_L5392584_00,847,1760,14900,4
dlrmsgh012,2025,4361234940,LCE_SX_L2728824_00,1992,1540,30680,4
dlrmsgh012,2025,4361236023,LCE_SX_L5134143,18096,385,69670,1
dlrmsgh012,2025,4361518402,LCE_SX_L4591745,809,21670,175250,56
dlrmsgh012,2025,4361519468,LCE_MX_L3077569,603,129899,783840,357
dlrmsgh012,2025,4361520691,LCE_SX_L4226739,14611,1012,147860,3
dlrmsgh012,2025,4366274368,LCE_SX_L0191807_00,377,6930,26120,19
dlrmsgh012,2025,4366292919,LCE_SX_L7957992_00,1186,6248,74080,15
dlrmsgh012,2025,4372977302,LCE_MX_L8830798,1241,4928,61150,10
dlrmsgh012,2025,4372978736,LCE_SX_L5180917_00,11662,385,44900,1
dlrmsgh012,2025,4386079491,LCE_MX_L6201769_00,9209,1870,172200,2
dlrmsgh012,2025,4438030842,LCE_MX_L7399750_00,788,19360,152470,36
dlrmsgh012,2025,4438033395,LCE_MX_L2216430_00,364,14454,52560,17
dlrmsgh012,2025,4438041067,LCE_MX_L6658678_00,373,9042,33700,11
dlrmsgh012,2025,4438041502,LCE_MX_L6363487_00,1154,7480,86310,19
dlrmsgh012,2025,4438046304,LCE_MX_L7012716_01,324,12243,39620,16
dlrmsgh012,2025,4438048182,LCE_SX_L1071388_00,652,11968,77980,15
dlrmsgh012,2025,4445309050,LCE_MX_L4756459_00,10396,187,19440,1
dlrmsgh012,2025,4401771329,LCE_MX_L6936797_00,1905,1848,35210,2
dlrmsgh012,2025,4182717383,LCE_SX_L2004441,1652,1771,29260,4
dlrmsgh012,2025,4182971978,LCE_SX_L3259725_00,17953,770,138240,2
dlrmsgh012,2025,4361235636,LCE_SX_L6997499_00,5244,385,20190,1
dlrmsgh012,2025,4386027944,LCE_SX_L6632956,5689,341,19400,1
dlrmsgh012,2025,4401179533,LCE_SX_L6947141_00,3248,286,9290,1
dlrmsgh012,2025,4422785958,LCE_MX_L8166723,459,3641,16710,4
dlrmsgh012,2025,4438031057,LCE_SX_L9470784,12878,451,58080,2
dlrmsgh012,2025,4438031135,LCE_SX_L0373365_00,3908,1606,62760,4
dlrmsgh012,2025,4438031237,LCE_SX_L5298999_00,3819,1485,56710,3
dlrmsgh012,2025,4438032233,LCE_SX_L7401828_00,6019,946,56940,2
dlrmsgh012,2025,4438038208,LCE_SX_L3732845,1891,2772,52420,6
dlrmsgh012,2025,4445310723,LCE_SX_L8174735_00,897,3729,33440,10
dlrmsgh012,2025,4519158585,LCE_MX_L8358435,476,13090,62340,15
dlrmsgh012,2025,4547385969,LCE_MX_L7696535,543,7645,41510,13
dlrmsgh012,2025,4445305693,LCE_SX_L6792052_06,9261,825,76400,2
dlrmsgh012,2025,4547373564,LCE_SX_L2345868_00,11883,462,54900,1
dlrmsgh012,2025,4547377735,LCE_SX_L9691947,6305,440,27740,1
dlrmsgh012,2026,4182526154,LCE_MX_L3643108_00,1901,8074,153480,7
dlrmsgh012,2026,4182540191,LCE_MX_L8888723_00,883,6358,56120,5
dlrmsgh012,2026,4182574166,LCE_MX_L6703059_00,1038,5599,58120,10
dlrmsgh012,2026,4182583158,LCE_SX_L6469845_01,6292,2068,130120,6
dlrmsgh012,2026,4182584349,LCE_MX_L2223951_00,332,16456,54710,15
dlrmsgh012,2026,4182610068,LCE_SX_L8650822_00,10137,495,50180,1
dlrmsgh012,2026,4182653363,LCE_SX_L1249581_00,11004,473,52050,1
dlrmsgh012,2026,4182655836,LCE_MX_L0023983_00,3554,1661,59040,2
dlrmsgh012,2026,4182692589,LCE_MX_L3783705_00,404,8261,33410,7
dlrmsgh012,2026,4182711784,LCE_SX_L4612160_01,8099,6490,525640,5
dlrmsgh012,2026,4182868093,LCE_MX_L6746667_00,2405,8173,196590,6
dlrmsgh012,2026,4182877290,LCE_MX_L3363785_00,434,21758,94350,17
dlrmsgh012,2026,4182930535,LCE_MX_L1086401_00,250,18843,47190,13
dlrmsgh012,2026,4182974594,LCE_MX_L0320661,2182,5808,126730,4
dlrmsgh012,2026,4185297139,LCE_MX_L6302191_00,23908,1474,352400,1
dlrmsgh012,2026,4185302341,LCE_MX_L4293077_00,329,30173,99160,23
dlrmsgh012,2026,4185939899,LCE_SX_L3924271,4983,979,48780,2
dlrmsgh012,2026,4188312347,LCE_MX_L4472828_00,1229,12144,149220,10
dlrmsgh012,2026,4188340451,LCE_MX_L3843279_00,338,32582,110090,28
dlrmsgh012,2026,4188375718,LCE_MX_L5553720_00,390,36949,144240,26
dlrmsgh012,2026,4188388933,LCE_MX_L4217454,705,7568,53360,7
dlrmsgh012,2026,4330349625,LCE_MX_L8558766_00,249,17105,42570,15
dlrmsgh012,2026,4330355508,LCE_SX_L3180974_00,3661,495,18120,1
dlrmsgh012,2026,4330364122,LCE_MX_L0381157_00,778,12419,96560,10
dlrmsgh012,2026,4330365034,LCE_MX_L9621943_00,476,20702,98580,19
dlrmsgh012,2026,4343732209,LCE_SX_L0701396_00,32893,495,162820,1
dlrmsgh012,2026,4354935346,LCE_MX_L0059743_00,658,5500,36180,6
dlrmsgh012,2026,4361130281,LCE_MX_L4759163_00,6823,1529,104330,3
dlrmsgh012,2026,4361148591,LCE_MX_L3721490_00,9936,847,84160,1
dlrmsgh012,2026,4361162492,LCE_MX_L7716581_00,904,3795,34300,3
dlrmsgh012,2026,4361162942,LCE_SX_L4246245_00,3220,495,15940,1
dlrmsgh012,2026,4361173985,LCE_MX_L1544383_00,5757,1243,71560,1
dlrmsgh012,2026,4361186924,LCE_MX_L3588047_00,1038,6523,67690,9
dlrmsgh012,2026,4361212251,LCE_MX_L7196577_00,1172,8283,97090,8
dlrmsgh012,2026,4361217628,LCE_MX_L3546818_00,2053,1507,30940,2
dlrmsgh012,2026,4361518402,LCE_SX_L4591745,1829,5599,102380,15
dlrmsgh012,2026,4366274165,LCE_MX_L6791542_00,317,13618,43120,10
dlrmsgh012,2026,4366289296,LCE_SX_L8647127_00,7168,495,35480,1
dlrmsgh012,2026,4366301376,LCE_SX_L6406622_00,1376,1155,15890,3
dlrmsgh012,2026,4372977479,LCE_SX_L6074106,6467,2079,134440,4
dlrmsgh012,2026,4372979515,LCE_SX_L5134238_00,1218,1925,23450,4
dlrmsgh012,2026,4386047314,LCE_MX_L8531018_00,1553,1672,25970,2
dlrmsgh012,2026,4401180289,LCE_MX_L1668868_00,2596,814,21130,1
dlrmsgh012,2026,4401774273,LCE_MX_L4493222_00,660,2849,18810,3
dlrmsgh012,2026,4438031689,LCE_MX_L7398409_00,385,4730,18210,9
dlrmsgh012,2026,4438032060,LCE_SX_L5151380_00,3245,935,30340,2
dlrmsgh012,2026,4438032333,LCE_SX_L9620046_00,10297,495,50970,1
dlrmsgh012,2026,4438033395,LCE_MX_L2216430_00,244,21571,52560,20
dlrmsgh012,2026,4438040121,LCE_SX_L1341696_11,4018,495,19890,1
dlrmsgh012,2026,4445305595,LCE_MX_L2678480_00,221,11242,24790,12
dlrmsgh012,2026,4445308174,LCE_SX_L6327446,814,4048,32940,9
dlrmsgh012,2026,4547374723,LCE_SX_L1158388_00,1439,2871,41310,3
dlrmsgh012,2026,4547376805,LCE_SX_L3060849_00,7708,2453,189080,8
dlrmsgh012,2026,4635708008,LCE_MX_L0449326_00,803,6886,55270,10
dlrmsgh012,2026,4635714051,LCE_MX_L0700313_00,892,7942,70820,7
dlrmsgh012,2026,246608968,,65616,99,64960,1
dlrmsgh012,2026,246642419,,137788,198,272820,2
dlrmsgh012,2026,4182755705,LCE_MX_L3945418_01,35652,330,117650,1
dlrmsgh012,2026,4481139061,LCE_SX_L1350878_00,3131,1001,31340,2
dlrmsgh012,2026,4635714374,LCE_SX_L0233227_00,4912,407,19990,1
dlrmsgh012,2026,4635719190,LCE_SX_L7911742_00,324,3091,10010,7
dlrmsgh012,2026,4182576474,LCE_SX_L0193256_00,36170,594,214850,2
dlrmsgh012,2026,4182971568,LCE_SX_L1447001_00,3313,1650,54660,3
dlrmsgh012,2026,4188339655,LCE_SX_L8252728,7639,440,33610,1
dlrmsgh012,2026,4188426292,LCE_MX_L7562856_00,12413,363,45060,1
dlrmsgh012,2026,4422783375,LCE_SX_L6964254,2076,550,11420,1
dlrmsgh012,2026,4422788462,LCE_SX_L2511316,13095,1034,135400,2
dlrmsgh012,2026,4438043957,LCE_SX_L0322526_00,8087,506,40920,1
dlrmsgh012,2026,4489763185,LCE_SX_L3793673_00,780,4510,35200,8
dlrmsgh012,2026,4343736734,LCE_SX_L2408246_00,3552,583,20710,1
dlrmsgh012,2026,4361219342,LCE_SX_L7472823_02,2737,594,16260,1
dlrmsgh012,2026,4366298040,LCE_SX_L5581093_00,21040,1122,236070,2
dlrmsgh012,2026,4401774244,LCE_SX_L5995506,15535,550,85440,1
dlrmsgh012,2026,4445305201,LCE_SX_L6845149,3298,869,28660,2
dlrmsgh012,2026,4713974712,WFJFMCZ,3581,396,14180,4
dlrmsgh012,2026,4713979442,WFFJQ46,1061,1276,13540,3
dlrmsgh012,2026,4713979665,WC8D7D8,1038,1617,16780,4
dlrmsgh012,2026,4713976353,W047B98,8697,330,28700,1
rejoice444,2025,3107980358,W9E968E,1012,4785,48440,11
rejoice444,2025,3108094086,WADA8A7,7350,1067,78420,3
rejoice444,2025,3108132241,W340A91,10061,891,89640,4
rejoice444,2025,3108160358,,2771,979,27130,3
rejoice444,2025,3108207296,WAD5245,3377,5159,174240,12
rejoice444,2025,3108339123,W3409DC,1429,2475,35360,6
rejoice444,2025,3226763335,WB81A12,10453,682,71290,2
rejoice444,2025,3226790496,,9405,869,81730,2
rejoice444,2025,3226795154,,399825,286,1143500,1
rejoice444,2025,4058606328,W8A9377,1961,4268,83700,9
rejoice444,2025,4058607661,WAA214D,2276,1639,37300,4
rejoice444,2025,4058639761,WCB759A,526,4829,25400,12
rejoice444,2025,4058640427,W9A9F00,16757,440,73730,1
rejoice444,2025,4058644063,W5D48BA,7923,440,34860,1
rejoice444,2025,4058650348,W853EF2,7323,1034,75720,3
rejoice444,2025,4058650871,W99377E,5113,506,25870,1
rejoice444,2025,4058653535,,4004,1221,48890,4
rejoice444,2025,4058676720,W9907FC,440,10197,44860,17
rejoice444,2025,4058684944,WBA7BDF,4228,1815,76740,3
rejoice444,2025,4058740708,W965E8D,895,25751,230600,78
rejoice444,2025,4058752464,WD9DB95,1021,10351,105690,17
rejoice444,2025,4058793008,W9057BE,1076,3641,39180,9
rejoice444,2025,4058807433,,786,7073,55560,33
rejoice444,2025,4058808948,WA58609,14879,165,24550,1
rejoice444,2025,4058834627,WBC7A42,47996,1859,892250,5
rejoice444,2025,4058852786,W90201C,1525,19833,302390,51
rejoice444,2025,4058856692,,1561,3245,50640,9
rejoice444,2025,4058867414,W9FEBD1,289,10527,30420,19
rejoice444,2025,4058877950,WA8DC07,2552,880,22460,2
rejoice444,2025,4058887282,,1478,2112,31210,5
rejoice444,2025,4058905463,W991C0F,5490,880,48310,2
rejoice444,2025,4058914720,WBBD7EA,53768,99,53230,1
rejoice444,2025,4058915075,W8BD985,888,2805,24920,8
rejoice444,2025,4058922224,W8EA26E,1254,2398,30070,7
rejoice444,2025,4058928520,W9DC2DF,2140,5797,124080,8
rejoice444,2025,4058933279,W3AD73F,5409,2750,148760,6
rejoice444,2025,4058964402,,1510,1705,25750,4
rejoice444,2025,4058967625,W840FBC,4997,748,37380,2
rejoice444,2025,4058968958,WB08495,672,10076,67680,29
rejoice444,2025,4059006505,W8EC070,836,7678,64180,19
rejoice444,2025,4059033077,WD07FA0,678,5489,37190,15
rejoice444,2025,4059045620,W94978A,2460,3234,79560,9
rejoice444,2025,4059046177,W4DC211,11194,1881,210560,6
rejoice444,2025,4059054547,WCFDA34,1336,2178,29100,6
rejoice444,2025,4059063141,W01CD3B,2822,1507,42530,4
rejoice444,2025,4059172809,W83DEDF,24273,770,186900,2
rejoice444,2025,4059262091,WBEAC64,2808,1716,48190,4
rejoice444,2025,4059682744,WD460CC,7697,825,63500,2
rejoice444,2025,4059684425,W68E394,3115,14454,450180,17
rejoice444,2025,4059685314,WA567DC,8792,385,33850,1
rejoice444,2025,4059691758,WA98D84,1200,10164,121920,19
rejoice444,2025,4059696725,W09745E,3412,770,26270,2
rejoice444,2025,4059702039,,7093,1738,123280,5
rejoice444,2025,4059704652,W96ADAE,2255,1298,29270,2
rejoice444,2025,4059705416,W83117E,2818,2475,69740,6
rejoice444,2025,4059716080,W898E87,648,4719,30560,13
rejoice444,2025,4059721113,W957F9B,386,42526,164350,103
rejoice444,2025,4059744168,W387D9F,2437,3718,90590,9
rejoice444,2025,4059750397,WA96427,2942,1595,46920,4
rejoice444,2025,4059758176,WBB5FB3,1381,3960,54670,8
rejoice444,2025,4059785993,W8A9B90,12915,1111,143490,3
rejoice444,2025,4059786176,WE50432,994,7282,72360,18
rejoice444,2025,4059787697,W5BE418,972,5555,54020,13
rejoice444,2025,4059807024,WB048AD,4830,990,47820,2
rejoice444,2025,4059808467,WB37C75,480,5599,26880,14
rejoice444,2025,4059811274,WBA89CE,2024,1441,29170,4
rejoice444,2025,4059821466,WEBEE45,1620,4972,80540,15
rejoice444,2025,4059824144,W96AD9C,15699,385,60440,1
rejoice444,2025,4059827640,WA2FF17,260,12045,31270,31
rejoice444,2025,4059828403,W69E5E1,2292,1320,30250,3
rejoice444,2025,4059829353,WD017A2,9629,385,37070,1
rejoice444,2025,4059830243,WAD6C72,1407,4356,61270,8
rejoice444,2025,4059835238,W4597A7,3792,1177,44630,3
rejoice444,2025,524397497,,8207,242,19860,1
rejoice444,2025,4058759342,W9D257C,7332,440,32260,1
rejoice444,2025,4058767782,WC9FDD1,1218,7513,91500,10
rejoice444,2025,4059738077,W854E47,31948,385,123000,1
rejoice444,2025,4058692326,WB73961,444,11275,50030,25
rejoice444,2025,4059032210,WADC7BB,2591,1375,35630,3
rejoice444,2025,4059344964,W65358C,18268,385,70330,1
rejoice444,2025,4059820873,WAA7940,5660,594,33620,6
rejoice444,2025,4058609285,W97204F,5202,495,25750,1
rejoice444,2025,4058725385,W7D8074,1624,2860,46460,6
rejoice444,2025,4058752029,W3C147B,23405,363,84960,1
rejoice444,2025,4058891415,WAB5F09,7782,385,29960,1
rejoice444,2025,4058988042,WE6BE6A,1877,1991,37380,5
rejoice444,2025,4059710134,WA55461,11495,1760,202320,3
rejoice444,2025,4059715191,WAD8317,4003,8899,356230,28
rejoice444,2025,4059752118,W75687D,29533,495,146190,1
rejoice444,2025,4104652006,WAED1A5,660,12232,80760,23
rejoice444,2025,4105153606,WBC0830,867,3773,32730,6
rejoice444,2025,4105171863,WC064C6,1175,2750,32310,7
rejoice444,2025,4105173059,WA0E660,1070,3575,38270,11
rejoice444,2025,4105187940,W4BEBDB,595,5599,33320,11
rejoice444,2025,4105188930,W7E9B0D,319,9823,31360,13
rejoice444,2025,4105214128,W90A8E1,2389,1540,36790,4
rejoice444,2025,4105216030,WC1E729,255,12023,30620,16
rejoice444,2025,4105240534,W8B9172,8344,1089,90870,3
rejoice444,2025,4105291558,W96ADA0,7223,1056,76280,2
rejoice444,2025,4105298279,W8F59E2,537,5170,27760,15
rejoice444,2025,4105301504,W99E5B0,844,3311,27930,7
rejoice444,2025,4105303580,W4D885D,1338,2508,33560,6
rejoice444,2025,4105317863,WBAA8A0,512,15719,80490,21
rejoice444,2025,4105353564,WAD274C,904,23727,214610,46
rejoice444,2025,4105366511,W90B247,1383,1848,25550,4
rejoice444,2025,4105375317,W05EFF3,859,3575,30720,5
rejoice444,2025,4105467106,W36B278,1415,10307,145870,26
rejoice444,2025,4105609649,WE16A07,1284,1573,20190,6
rejoice444,2025,4376341858,,741,6094,45130,12
rejoice444,2025,4376342215,W96DB0E,715,6721,48050,16
rejoice444,2025,4376342292,W96CA40,228,36377,82960,117
rejoice444,2025,4376342371,W96C315,344,5082,17480,9
rejoice444,2025,4376342520,W96A645,1034,3608,37310,10
rejoice444,2025,4376342813,W965B15,4129,1023,42240,4
rejoice444,2025,4376342920,W96403D,585,8151,47700,19
rejoice444,2025,4376343128,W95C4B2,1771,3157,55910,10
rejoice444,2025,4376343346,W95A2E5,1216,4125,50150,8
rejoice444,2025,4376343348,W95A2D7,456,6127,27960,10
rejoice444,2025,4376343432,W95A2D6,19585,2409,471800,6
rejoice444,2025,4376343715,W950AF9,685,12419,85070,22
rejoice444,2025,4376343719,W94EE70,1876,4906,92040,10
rejoice444,2025,4376343958,W949A24,380,14432,54770,20
rejoice444,2025,4376344316,W93A893,4228,2068,87440,4
rejoice444,2025,4376344644,W937F76,23826,132,31450,1
rejoice444,2025,4376344965,,979,3212,31460,9
rejoice444,2025,4376345178,W92F47C,489,4114,20100,6
rejoice444,2025,4376345277,W92F2FC,918,3960,36340,10
rejoice444,2025,4376345805,W91E526,2553,23166,591400,44
rejoice444,2025,4376345817,W91E527,325,19437,63190,37
rejoice444,2025,4376345975,W91CB21,789,6523,51440,11
rejoice444,2025,4376346467,W90E408,1512,3883,58710,10
rejoice444,2025,4376346565,W90E3CD,306,23991,73380,44
rejoice444,2025,4376347171,W900A32,5168,726,37520,1
rejoice444,2025,4376347307,W8FDCFC,3384,2629,88970,9
rejoice444,2025,4376348196,W8E9A33,1613,9548,154030,18
rejoice444,2025,4376348315,W8E85A9,763,9075,69200,14
rejoice444,2025,4376349345,W8DFC8D,10065,1375,138390,3
rejoice444,2025,4376349475,W8DB933,437,6721,29360,17
rejoice444,2025,4376349586,W8D471F,2711,5500,149100,10
rejoice444,2025,4376349695,W8D32BE,24958,385,96090,1
rejoice444,2025,4376349700,W8D32C3,937,10813,101330,18
rejoice444,2025,4376349750,W8D46E4,631,7348,46360,16
rejoice444,2025,4376350917,W8BB39A,1744,5544,96700,9
rejoice444,2025,4376351107,W8B9037,2499,4235,105830,11
rejoice444,2025,4376351188,W8B4A74,16607,242,40190,1
rejoice444,2025,4376351352,W8B467C,1803,1551,27960,4
rejoice444,2025,4376352076,W89DEFF,6249,3894,243350,10
rejoice444,2025,4376352147,W89DBF3,635,13013,82640,22
rejoice444,2025,4376352218,W89DBF2,837,23991,200860,33
rejoice444,2025,4376352336,W89CA8B,571,6149,35120,14
rejoice444,2025,4376352505,W8965E3,1016,6820,69320,17
rejoice444,2025,4376352582,W8965E4,754,4587,34600,12
rejoice444,2025,4376352602,W88DBE3,2713,5368,145650,8
rejoice444,2025,4376352876,W885C96,1067,2321,24770,7
rejoice444,2025,4376353631,W861F3F,9697,3762,364800,9
rejoice444,2025,4376353802,W861F4D,6923,2035,140880,5
rejoice444,2025,4376353805,W8619A9,3590,3245,116480,7
rejoice444,2025,4376354104,W85B60D,13980,198,27680,2
rejoice444,2025,4376354607,W8509EA,921,4532,41760,7
rejoice444,2025,4376354669,W84CCA0,576,11473,66120,18
rejoice444,2025,4376354803,W849E9E,15042,4092,615510,9
rejoice444,2025,4376354828,W8412D0,4902,10780,528480,16
rejoice444,2025,4376354920,W8495F1,3502,902,31590,3
rejoice444,2025,4376355259,W81FE9F,2504,9735,243800,22
rejoice444,2025,4376355284,W829C81,1747,3399,59390,15
rejoice444,2025,4376355418,W820745,245,20548,50400,65
rejoice444,2025,4376355467,W81C528,891,4543,40480,8
rejoice444,2025,4376355514,W81BD5C,1333,3278,43680,10
rejoice444,2025,4376356273,W7ED72C,922,15081,139050,31
rejoice444,2025,4376356455,W7E83E5,659,22638,149160,41
rejoice444,2025,4376356790,W7D0D22,2379,1518,36120,2
rejoice444,2025,4376356855,W7DA35E,295,9493,27960,22
rejoice444,2025,4376356985,W7CB40C,943,6303,59450,15
rejoice444,2025,4376357106,W7CECE6,714,8074,57660,11
rejoice444,2025,4376358185,W79D3B7,18583,924,171710,3
rejoice444,2025,4376358381,W79D3BB,6125,770,47160,1
rejoice444,2025,4376358637,W794D37,16323,198,32320,2
rejoice444,2025,4376358875,W78AD08,4921,1793,88240,3
rejoice444,2025,4376358908,W7894F9,3776,1155,43610,3
rejoice444,2025,4376359102,W784A77,1284,2970,38130,7
rejoice444,2025,4376359224,W779470,2894,1749,50620,4
rejoice444,2025,4376359630,W7632F3,521,6424,33440,15
rejoice444,2025,4376359638,W7628FA,3452,1078,37210,2
rejoice444,2025,4376359691,W765D35,6600,2013,132850,3
rejoice444,2025,4376359849,W75733C,6522,770,50220,2
rejoice444,2025,4376359998,W74CC7F,616,12870,79220,74
rejoice444,2025,4376361068,W72B3EF,494,34419,170190,98
rejoice444,2025,4376361691,W70960C,722,5951,42970,13
rejoice444,2025,4376361797,,1621,2244,36380,3
rejoice444,2025,4376362248,W6DEEB6,31023,1056,327600,3
rejoice444,2025,4376362469,W6CB210,1888,5599,105690,11
rejoice444,2025,4376362922,W6BBE51,8731,1254,109490,2
rejoice444,2025,4376362971,W6BD204,12218,858,104830,2
rejoice444,2025,4376363577,W68E009,922,22242,205070,56
rejoice444,2025,4376363612,W69F38C,501,16038,80380,41
rejoice444,2025,4376363694,,3493,2101,73380,3
rejoice444,2025,4376363816,W68186C,622,15873,98660,37
rejoice444,2025,4376364120,W667A8B,3501,869,30420,3
rejoice444,2025,4376364239,W66C665,12375,440,54450,1
rejoice444,2025,4376364546,W65BFD0,4527,1078,48800,3
rejoice444,2025,4376364967,W630165,6216,1199,74530,3
rejoice444,2025,4376365145,W623043,476,22737,108280,48
rejoice444,2025,4376365160,W6280D4,6332,1606,101690,6
rejoice444,2025,4376365400,W61F51A,1073,2442,26210,7
rejoice444,2025,4376365452,W6126E5,1200,2442,29300,5
rejoice444,2025,4376366117,W5D5A36,561,6798,38130,9
rejoice444,2025,4376367557,W56F4A5,1708,4917,83960,12
rejoice444,2025,4376367637,W574C0E,1336,4752,63510,12
rejoice444,2025,4376367766,W570B0E,2530,8723,220710,26
rejoice444,2025,4376368042,W559D8B,8918,1166,103980,3
rejoice444,2025,4376368323,W555166,340,25036,85190,65
rejoice444,2025,4376368333,W556625,277,17391,48180,44
rejoice444,2025,4376368883,W525411,705,25553,180260,36
rejoice444,2025,4376369386,W525413,204,15807,32310,23
rejoice444,2025,4376369580,W505AB4,1195,4906,58620,10
rejoice444,2025,4376369760,W5074A9,2361,2035,48050,5
