계정,연도,상품번호,판매자코드,ROAS%,광고비,광고전환매출,클릭
dlwodb777,2026,4496042752,LCE_SX_L7464820_00,9593,1199,115020,2
dlwodb777,2026,4496044432,LCE_SX_L9367780_00,9065,550,49860,1
dlwodb777,2026,4496045470,LCE_SX_L8420759,3938,550,21660,1
dlwodb777,2026,4496185107,LCE_SX_L5041267_00,1426,1100,15690,2
dlwodb777,2026,4496257924,LCE_SX_L9298098_00,404,2816,11370,5
dlwodb777,2026,4496264623,LCE_SX_L2314865_00,4116,242,9960,1
dlwodb777,2026,4496282379,LCE_SX_L2655142_00,6419,539,34600,1
dlwodb777,2026,4496311695,LCE_SX_L0828071_00,8735,253,22100,1
dlwodb777,2026,4496323203,LCE_SX_L0083351,960,1210,11620,2
dlwodb777,2026,4496377528,LCE_SX_L9028417_00,53505,869,464960,2
dlwodb777,2026,4495989955,LCE_SX_L5992136,15088,1188,179250,3
dlwodb777,2026,4496012397,LCE_SX_L8625709_00,3687,550,20280,1
dlwodb777,2026,4496028585,LCE_SX_L1620635,3574,4609,164720,9
dlwodb777,2026,4496039379,LCE_SX_L7259132_00,6556,1188,77880,2
dlwodb777,2026,4496082416,LCE_MX_L0694120,3528,1232,43460,2
dlwodb777,2026,4496092493,LCE_SX_L4800233_00,1938,583,11300,1
dlwodb777,2026,4496162924,LCE_SX_L2450535_00,1321,1265,16710,2
dlwodb777,2026,4496169566,LCE_SX_L5094725_00,5698,550,31340,1
dlwodb777,2026,4496178172,LCE_SX_L6002401_00,3087,550,16980,1
dlwodb777,2026,4496184801,LCE_SX_L7272189,5414,660,35730,1
dlwodb777,2026,4496198531,LCE_SX_L2134884,5525,594,32820,1
dlwodb777,2026,4496206160,LCE_SX_L7555743_01,2810,605,17000,1
dlwodb777,2026,4496362153,LCE_SX_L6215815_00,1798,594,10680,1
dlwodb777,2026,4496403038,LCE_SX_L4902806_00,2725,1837,50050,5
dlwodb888,2025,3767578741,W9B5A50,54673,220,120280,2
dlwodb888,2025,3767676093,W2AE6C8,762,16181,123240,45
dlwodb888,2025,3767896297,,1659,7458,123700,22
dlwodb888,2025,4058773745,W9E968E,1511,1815,27430,4
dlwodb888,2025,4058951888,WA40732,46570,1056,491780,8
dlwodb888,2025,4058971322,,2409,1276,30740,3
dlwodb888,2025,4059002585,WD8FAB9,505,10263,51860,28
dlwodb888,2025,4059960759,W26CCBA,11717,880,103110,2
dlwodb888,2025,4060014391,WB41BA0,269,18029,48540,40
dlwodb888,2025,4060091526,W6CB194,2028,3971,80550,8
dlwodb888,2025,4060464963,W16C5AF,1566,1430,22400,4
dlwodb888,2025,4195493003,W574F64,7665,1595,122260,4
dlwodb888,2025,4195494833,W96AD9B,5974,1320,78860,3
dlwodb888,2025,4195498035,W79178F,131303,99,129990,1
dlwodb888,2025,4195507486,WAD274C,5798,2783,161350,7
dlwodb888,2025,4195513144,,1354,9625,130290,19
dlwodb888,2025,4195516903,,80960,550,445280,5
dlwodb888,2025,4195524043,W849E9E,3535,15840,559890,34
dlwodb888,2025,4195545191,W4E6917,5382,4785,257520,11
dlwodb888,2025,4196113121,WB1725D,1824,3663,66820,11
dlwodb888,2025,4206261402,WEFE701,2973,3366,100080,10
dlwodb888,2025,4195504387,WB75130,3398,10120,343920,19
dlwodb888,2025,4206260852,WE81F2E,3010,1859,55960,4
dlwodb888,2025,4206261503,WFFVS69,12488,385,48080,1
dlwodb888,2025,4206261770,WCF4559,26688,616,164400,2
dlwodb888,2025,4328256944,W7C45BD,435,6831,29690,17
dlwodb888,2025,4328257492,WFFJA6O,7925,385,30510,1
dlwodb888,2025,3865256387,WB0E7BE,1718,9339,160440,19
dlwodb888,2025,4206261893,WE592CE,1394,12045,167880,29
dlwodb888,2025,4357142598,W026D6B,27952,495,138360,5
dlwodb888,2025,4357142629,W030F3B,850,9218,78330,13
dlwodb888,2025,4357142681,W04A3E2,12712,649,82500,1
dlwodb888,2025,4357142949,W0C1801,1937,8613,166840,26
dlwodb888,2025,4357143025,W10F592,2257,2244,50650,5
dlwodb888,2025,4357143059,W106794,18405,220,40490,2
dlwodb888,2025,4357143102,W11B496,890,6721,59810,12
dlwodb888,2025,4357144034,W24C82D,2156,3597,77560,7
dlwodb888,2025,4357144121,W264B5D,454,18755,85090,38
dlwodb888,2025,4357144158,W265A13,1163,7810,90800,12
dlwodb888,2025,4357144179,W26D9C0,34879,99,34530,1
dlwodb888,2025,4357144220,W281445,775,10373,80360,18
dlwodb888,2025,4357144549,W2A8F52,1069,3685,39410,5
dlwodb888,2025,4357144597,W2AF73A,91758,99,90840,1
dlwodb888,2025,4357144704,W329004,5032,1067,53690,3
dlwodb888,2025,4357144786,W326469,504,8151,41120,14
dlwodb888,2025,4357145132,W458497,1412,10472,147850,16
dlwodb888,2025,4357145210,W46AFA5,644,5599,36030,14
dlwodb888,2025,4357145279,W4683AD,720,5973,42980,14
dlwodb888,2025,4357145317,W486287,485,8822,42770,19
dlwodb888,2025,4357145435,W4BEBDB,2148,1903,40880,4
dlwodb888,2025,4357145545,W4D8816,11650,528,61510,3
dlwodb888,2025,4357145739,W5074A9,779,13255,103220,21
dlwodb888,2025,4357146332,W6039A0,7061,935,66020,2
dlwodb888,2025,4357146585,W6572BC,1388,4741,65810,15
dlwodb888,2025,4357146739,W6A2B13,794,12529,99460,23
dlwodb888,2025,4357147160,W72AE1A,18300,220,40260,2
dlwodb888,2025,4357147683,W7660E6,122836,330,405360,3
dlwodb888,2025,4357147885,W77D643,920,9427,86700,21
dlwodb888,2025,4357147892,W784A77,1480,2651,39230,6
dlwodb888,2025,4357148164,W79D3BB,6591,2992,197200,6
dlwodb888,2025,4357148170,W7B4CF7,7696,517,39790,2
dlwodb888,2025,4357148418,W7DF3A8,2435,12672,308600,24
dlwodb888,2025,4357148516,W81BB9D,3753,1155,43350,7
dlwodb888,2025,4357148580,W813F06,1582,2277,36030,4
dlwodb888,2025,4357148831,W85E08B,301,47696,143600,85
dlwodb888,2025,4357148880,W865B2F,140545,220,309200,2
dlwodb888,2025,4357148913,W86C4FF,2796,5621,157140,10
dlwodb888,2025,4357148937,W899AE9,2150,1254,26960,2
dlwodb888,2025,4357149017,W89DBF3,575,34221,196780,60
dlwodb888,2025,4357149019,W8A7411,1676,4334,72630,12
dlwodb888,2025,4357149204,W8D32A0,7705,946,72890,2
dlwodb888,2025,4357149263,W8D2B22,334,25751,85880,49
dlwodb888,2025,4357149311,W8D32BE,1196,18117,216740,35
dlwodb888,2025,4357149353,W8DFCE2,8119,319,25900,3
dlwodb888,2025,4357149529,W8E9A33,697,36201,252220,65
dlwodb888,2025,4357149680,W90BD27,33150,220,72930,2
dlwodb888,2025,4357149690,W90A2D4,1306,1452,18960,2
dlwodb888,2025,4357150022,W9520C1,406,12606,51180,19
dlwodb888,2025,4357150093,W9510F2,7909,484,38280,2
dlwodb888,2025,4357150249,W96ADB7,3047,1540,46920,2
dlwodb888,2025,4357150477,W978A54,4541,1364,61940,4
dlwodb888,2025,4357150593,W9853BC,9474,1760,166740,9
dlwodb888,2025,4357150660,W982D3D,1921,26675,512330,60
dlwodb888,2025,4357150703,,4726,3773,178300,7
dlwodb888,2025,4357150867,W9AA5C2,2684,8107,217560,19
dlwodb888,2025,4357150987,W9AC918,560,9295,52070,14
dlwodb888,2025,4357151211,W9C608D,1285,8910,114470,17
dlwodb888,2025,4357151223,W9C3E01,226,48015,108360,75
dlwodb888,2025,4357151555,,596,4092,24400,12
dlwodb888,2025,4357151588,W9E57B7,839,9416,79000,13
dlwodb888,2025,4357152002,WA2EFED,698,16302,113800,29
dlwodb888,2025,4357152203,WA45228,2007,6017,120740,9
dlwodb888,2025,4357152498,WA6F449,10035,2618,262720,7
dlwodb888,2025,4357152555,WA852B7,1469,4598,67560,11
dlwodb888,2025,4357152585,WA7180F,569,10890,61930,22
dlwodb888,2025,4357152719,WA8F39C,1659,2222,36870,3
dlwodb888,2025,4357153178,WACB8A9,3264,2024,66060,5
dlwodb888,2025,4357153275,WACD384,4320,4213,182020,10
dlwodb888,2025,4357153437,WAD7467,24682,308,76020,3
dlwodb888,2025,4357153521,WAE30C6,5094,8206,418050,13
dlwodb888,2025,4357153625,,17583,561,98640,2
dlwodb888,2025,4357153760,WB1B510,294,34276,100760,73
dlwodb888,2025,4357153809,WB10AB7,2347,4400,103250,12
dlwodb888,2025,4357153842,WB1B446,747,4675,34940,7
dlwodb888,2025,4357154029,WB3C5A2,1357,31020,421080,47
dlwodb888,2025,4357154109,WB3E4C5,651,7293,47480,22
dlwodb888,2025,4357154124,WB446E3,16765,319,53480,3
dlwodb888,2025,4357154349,WB6E311,11429,748,85490,2
dlwodb888,2025,4357154401,WB72469,6209,2706,168020,6
dlwodb888,2025,4357154402,WB7A87F,6430,726,46680,1
dlwodb888,2025,4357154545,WB802BD,335,6721,22520,9
dlwodb888,2025,4357154586,WB8E128,2355,2805,66060,7
dlwodb888,2025,4357154749,WB8F112,8355,1188,99260,3
dlwodb888,2025,4357155000,,4712,4983,234810,14
dlwodb888,2025,4357155066,,2741,1342,36780,3
dlwodb888,2025,4357155126,WBB8126,1340,5544,74310,16
dlwodb888,2025,4357155210,WBCAEEA,913,4752,43370,9
dlwodb888,2025,4357155239,WBC223E,2636,2442,64370,7
dlwodb888,2025,4357155332,WBDF1E1,253,25982,65680,46
dlwodb888,2025,4357155414,WBF14D2,1580,14245,225110,19
dlwodb888,2025,4357155664,WBF58C7,17916,572,102480,4
dlwodb888,2025,4357155696,WC04D6A,280,10538,29520,31
dlwodb888,2025,4357156115,WC22717,600,7513,45110,31
dlwodb888,2025,4357156227,WC63300,12571,627,78820,2
dlwodb888,2025,4357156415,WC54F9A,678,11044,74880,21
dlwodb888,2025,4357156458,WC632FE,918,1595,14650,5
dlwodb888,2025,4357156520,WCB5E49,1038,3993,41460,7
dlwodb888,2025,4357156668,WC9E6D5,1664,4059,67560,10
dlwodb888,2025,4357156673,WCC75A3,1406,4444,62490,6
dlwodb888,2025,4357156738,WCD05FD,259,34958,90540,47
dlwodb888,2025,4357156887,WCBAA47,13421,330,44290,3
dlwodb888,2025,4357157031,WCE5374,596,14267,85090,21
dlwodb888,2025,4357157217,WD9B1FF,3756,2046,76850,17
dlwodb888,2025,4357157225,WD10D38,1119,1859,20800,4
dlwodb888,2025,4357157364,WD3C5DD,9336,506,47240,5
dlwodb888,2025,4357157392,WDA8B23,519,8316,43150,11
dlwodb888,2025,4357157433,WDAE7B4,2143,2442,52340,4
dlwodb888,2025,4058737053,W9CF721,8993,440,39570,4
dlwodb888,2025,4348008405,WB37AA4,1407,2585,36380,6
dlwodb888,2025,4357142622,W0317E8,29414,220,64710,2
dlwodb888,2025,4357144297,W287D38,326,76043,247710,107
dlwodb888,2025,4357149280,W8DCEB4,182409,110,200650,1
dlwodb888,2025,4357153240,WACC912,42655,110,46920,1
dlwodb888,2025,4357154952,WB9EB0E,9341,495,46240,1
dlwodb888,2025,4357156848,WCB5E8A,1380,25388,350420,34
dlwodb888,2025,4357157688,WE9600C,2464,880,21680,2
dlwodb888,2025,4365510817,WA53F47,8810,1210,106600,3
dlwodb888,2025,4376344253,WCB5E89,2077,40843,848280,56
dlwodb888,2025,4376344404,WCB5E73,317,12661,40190,20
dlwodb888,2025,4376350992,WC436C7,24292,561,136280,1
dlwodb888,2025,4376367124,WB2992F,4022,9031,363240,14
dlwodb888,2025,4376367208,WB29932,595,18392,109460,28
dlwodb888,2025,4376367528,WB2992E,499,22539,112550,35
dlwodb888,2025,4376367641,WB29933,2894,39226,1135150,59
dlwodb888,2025,4376370782,,2769,4147,114810,9
dlwodb888,2025,4376382285,WA4D4B1,2742,5489,150530,13
dlwodb888,2025,4376331525,WFF9678,1517,1705,25860,4
dlwodb888,2025,4376331779,WF6AB11,47657,99,47180,1
dlwodb888,2025,4376332767,WEEB7E4,538,6160,33140,13
dlwodb888,2025,4376333343,WEBE711,1215,2530,30740,6
dlwodb888,2025,4376333445,WEB5097,264,14366,37950,35
dlwodb888,2025,4376333472,WEB5316,884,3036,26850,10
dlwodb888,2025,4376333734,WE95CF6,9163,528,48380,3
dlwodb888,2025,4376333816,WE8CC54,1426,1177,16780,3
dlwodb888,2025,4376334453,WE592CE,806,10813,87150,17
dlwodb888,2025,4376334685,WE4348D,13768,297,40890,3
dlwodb888,2025,4376335004,WE33489,257,4928,12670,10
dlwodb888,2025,4376335422,WE0A569,1428,3883,55450,9
dlwodb888,2025,4376336319,WDC7895,59131,495,292700,1
dlwodb888,2025,4376336707,WDB669C,2071,1485,30760,3
dlwodb888,2025,4376337232,WDA905E,5979,2970,177570,6
dlwodb888,2025,4376338132,WD8B65D,6890,990,68210,2
dlwodb888,2025,4376339681,WD45294,129747,99,128450,1
dlwodb888,2025,4376339686,WD41459,1005,3201,32160,7
dlwodb888,2025,4376340774,WD22E0A,4461,1320,58880,3
dlwodb888,2025,4376341531,WD1236B,2735,2354,64380,5
dlwodb888,2025,4376342091,WCFB8CB,1221,12177,148710,30
dlwodb888,2025,4376342238,WCF2C71,1948,2849,55510,7
dlwodb888,2025,4376342305,,14753,198,29210,2
dlwodb888,2025,4376343293,WCD1C06,18814,880,165560,2
dlwodb888,2025,4376343379,WCDA2E3,662,7986,52860,17
dlwodb888,2025,4376343437,WCCCF54,3783,1320,49940,4
dlwodb888,2025,4376343521,WCC8019,5479,1947,106670,8
dlwodb888,2025,4376345278,WCA81BC,3720,2123,78970,6
dlwodb888,2025,4376345746,WC9E00A,242,7733,18720,21
dlwodb888,2025,4376345874,WC9B1CA,791,10395,82230,34
dlwodb888,2025,4376346197,WC960BE,2269,1540,34950,4
dlwodb888,2025,4376347194,WC83D65,548,6017,32950,15
dlwodb888,2025,4376347793,WC75610,1001,10197,102060,21
dlwodb888,2025,4376347849,WC7BEE4,14861,495,73560,1
dlwodb888,2025,4376348271,WC668F5,1412,6930,97850,16
dlwodb888,2025,4376351575,WC3763E,10125,792,80190,8
dlwodb888,2025,4376351634,WC30D8D,1504,2673,40190,27
dlwodb888,2025,4376352171,WC27A7F,25018,836,209150,3
dlwodb888,2025,4376353261,WC0F61F,4697,990,46500,2
dlwodb888,2025,4376354112,WC02A8F,476,7590,36100,17
dlwodb888,2025,4376355367,WBF01D5,16697,1320,220400,4
dlwodb888,2025,4376356638,WBD56C9,1988,1221,24270,3
dlwodb888,2025,4376357553,WBCEB94,2032,5115,103950,10
dlwodb888,2025,4376357560,WBCC14B,696,10219,71080,20
dlwodb888,2025,4376357625,WBCC767,3617,2607,94290,6
dlwodb888,2025,4376357984,WBC223E,4444,3102,137840,7
dlwodb888,2025,4376358636,WBB6EF4,2289,946,21650,2
dlwodb888,2025,4376358791,WBB7F1D,18687,935,174720,2
dlwodb888,2025,4376358902,WBB69FB,11251,495,55690,1
dlwodb888,2025,4376359275,,7512,5731,430500,19
dlwodb888,2025,4376359387,WBB0104,1342,2915,39130,7
dlwodb888,2025,4376360661,WBA080B,1818,3333,60580,6
dlwodb888,2025,4376360746,WB9ED2D,1860,5313,98830,17
dlwodb888,2025,4376362102,WB8E168,1872,4620,86490,12
dlwodb888,2025,4376362923,WB863F9,9068,792,71820,2
dlwodb888,2025,4376363063,WB7E8BA,474,5467,25930,15
dlwodb888,2025,4376363809,WB78059,1131,1980,22400,4
dlwodb888,2025,4376364381,WB69A0A,1167,6391,74600,15
dlwodb888,2025,4376364406,WB6A2D2,374,5214,19480,11
dlwodb888,2025,4376364429,,3159,3190,100760,7
dlwodb888,2025,4376364984,WB6134E,810,2651,21480,7
dlwodb888,2025,4376365229,WB61340,389,5522,21480,14
dlwodb888,2025,4376366233,WB40072,580,4499,26110,11
dlwodb888,2025,4376366845,WB38EB9,200,45287,90680,83
dlwodb888,2025,4376367656,WB28B17,13372,1122,150030,4
dlwodb888,2025,4376368993,WB0D087,1168,1815,21200,4
dlwodb888,2025,4376369923,WAF53F9,1014,5269,53420,14
dlwodb888,2025,4376370203,WAF059B,2419,3432,83030,9
dlwodb888,2025,4376371160,WAE41F4,610,3311,20200,8
dlwodb888,2025,4376371434,WAE4A1B,4281,484,20720,1
dlwodb888,2025,4376372072,WAD8EF8,13343,385,51370,1
dlwodb888,2025,4376372727,WAD274D,1163,13871,161350,25
dlwodb888,2025,4376373235,WACCE1E,1965,1430,28100,3
dlwodb888,2025,4376373273,WAD2518,1546,11000,170090,25
dlwodb888,2025,4376373294,WACDB0C,27192,99,26920,1
dlwodb888,2025,4376374611,WAC0DBA,48894,385,188240,1
dlwodb888,2025,4376375834,WAB097B,5157,847,43680,2
dlwodb888,2025,4376376376,WAB0876,909,2827,25690,7
dlwodb888,2025,4376379453,,4436,693,30740,2
dlwodb888,2025,4376379968,WA6F45A,4112,1716,70560,4
dlwodb888,2025,4376380321,WA6F45C,8087,781,63160,2
dlwodb888,2025,4376381184,WA62D2B,9819,2629,258130,9
dlwodb888,2025,4376382091,,10571,693,73260,3
dlwodb888,2025,4376382408,WA49879,7107,440,31270,1
dlwodb888,2025,4376384016,WA1A71F,2810,1375,38640,4
dlwodb888,2025,4376384100,WA1F73B,7498,935,70110,2
dlwodb888,2025,4376384584,WA0E660,19328,198,38270,2
dlwodb888,2025,4376385094,WA061CB,752,9075,68280,26
dlwodb888,2025,4376385127,WA06011,4913,1419,69720,4
dlwodb888,2025,4376386229,W9F51DD,444,7414,32950,18
dlwodb888,2025,4376386723,,5588,517,28890,2
dlwodb888,2025,4376389173,W9D13AD,601,9724,58470,27
dlwodb888,2025,4376390179,W9CCA26,573,20416,116940,38
dlwodb888,2025,4376391614,W9B2013,5411,880,47620,2
dlwodb888,2025,4376393522,W9A3340,791,3652,28890,8
dlwodb888,2025,4376395948,W982D3D,10278,407,41830,1
dlwodb888,2025,4376396372,W97DB38,749,6864,51400,16
dlwodb888,2025,4376396938,W976A84,3860,2530,97650,4
dlwodb888,2025,4378221328,W8D8C9F,6323,440,27820,1
dlwodb888,2025,4380082482,WFHBFDX,2291,7480,171340,17
dlwodb888,2025,4380082523,WF87BEC,14799,7282,1077660,20
dlwodb888,2025,4380082560,WDE81D2,3004,5665,170150,13
dlwodb888,2025,4380082614,,219,42108,92270,72
dlwodb888,2025,4384911152,WB0D116,1035,4642,48060,14
dlwodb888,2025,4384911172,W9A41CD,762,7601,57930,21
dlwodb888,2025,4384911215,WFF84CC,2311,11165,258060,27
dlwodb888,2025,4384913435,WFF84CC,1295,9966,129030,25
dlwodb888,2025,4384913518,WB0E7BE,1351,3960,53480,9
dlwodb888,2025,4384913842,WF8CCA3,13030,495,64500,2
dlwodb888,2025,4384914174,W9DA763,592,5115,30300,9
dlwodb888,2025,4384914223,W9DA756,1530,990,15150,2
dlwodb888,2025,4384914306,WFG1FJ4,627,3487,21860,9
dlwodb888,2025,4384914633,W9DA757,672,2255,15150,5
dlwodb888,2025,4384914685,W9DA754,1680,902,15150,2
dlwodb888,2025,4384915295,WFHCIC4,46475,99,46010,1
dlwodb888,2025,4384915300,WFHCIMF,6538,814,53220,7
dlwodb888,2025,4384915607,WFHB0TP,1039,5852,60800,19
dlwodb888,2025,4384915765,W96FB61,6255,330,20640,1
dlwodb888,2025,4384916012,WD42EA7,2450,2420,59280,5
dlwodb888,2025,4384916481,WBC1D91,27758,99,27480,1
dlwodb888,2025,4384919295,WFGCXTG,4182,1034,43240,3
dlwodb888,2025,4384920437,W85B9CA,1072,3784,40560,13
dlwodb888,2025,4384922884,WE800A5,561,2464,13830,6
dlwodb888,2025,4384923498,WAE2052,1684,1320,22230,3
dlwodb888,2025,4384925791,WF32FA8,5335,594,31690,2
dlwodb888,2025,4384927725,WFFPATJ,24036,495,118980,1
dlwodb888,2025,4384929536,WE592CE,880,19800,174300,47
dlwodb888,2025,4384930030,WDDFCF1,10036,1826,183250,5
dlwodb888,2025,4378206370,W8B8B69,25104,154,38660,1
dlwodb888,2025,4384925437,WFFSTW4,3961,440,17430,1
dlwodb888,2025,4376345223,WCB4704,1430,3564,50980,9
dlwodb888,2025,4376383278,WA36C14,6963,539,37530,3
dlwodb888,2025,4376385424,WA0612D,3501,935,32730,2
dlwodb888,2025,4376395983,W9804C3,16744,1892,316790,5
dlwodb888,2025,4402816270,WBA688A,686,10142,69560,24
dlwodb888,2025,4463465104,W575901,951,4191,39850,11
dlwodb888,2025,4376331393,WFFRZJX,2619,1573,41200,4
dlwodb888,2025,4376332092,WF398F1,8977,385,34560,1
dlwodb888,2025,4376332477,WF1B912,512,5280,27040,12
dlwodb888,2025,4376336150,WDD66BD,23088,385,88890,1
dlwodb888,2025,4376338054,WD92FFF,709,4598,32580,11
dlwodb888,2025,4376338070,WD8FBAA,11297,495,55920,1
dlwodb888,2025,4376338171,WD89BE2,556,3366,18720,9
dlwodb888,2025,4376339016,WD5856A,538,1639,8820,4
dlwodb888,2025,4376339467,WD433BF,16774,495,83030,1
dlwodb888,2025,4376340678,WD2E285,3839,2574,98820,6
dlwodb888,2025,4376341240,WD10DA3,2199,946,20800,2
dlwodb888,2025,4376341445,WD0D763,1757,1760,30930,10
dlwodb888,2025,4376342792,WCEB86F,1291,7579,97840,30
dlwodb888,2025,4376347125,WC8362E,4715,495,23340,1
dlwodb888,2025,4376347884,WC6FCEA,12711,990,125840,2
dlwodb888,2025,4376348404,WC66F45,3513,968,34010,2
dlwodb888,2025,4376350156,WC4F6F5,8725,495,43190,1
dlwodb888,2025,4376358982,WBB3E63,794,1870,14850,4
dlwodb888,2025,4376360296,WBA4ED7,1284,2926,37570,6
dlwodb888,2025,4376364108,WB7499D,2695,2849,76780,11
dlwodb888,2025,4376364438,WB69A0B,1881,1980,37240,4
dlwodb888,2025,4376364461,WB70AFD,13515,495,66900,1
dlwodb888,2025,4376364673,WB669F3,10319,495,51080,1
dlwodb888,2025,4376365508,WB4B1FD,10992,1089,119700,3
dlwodb888,2025,4376365899,WB41BA0,1628,2981,48540,7
dlwodb888,2025,4376366143,WB3C6F6,2210,1474,32580,3
dlwodb888,2025,4376368169,WB1FB60,742,3520,26110,8
dlwodb888,2025,4376368265,WB14AFE,3248,1980,64320,4
dlwodb888,2025,4376371591,WADE924,4776,847,40450,2
dlwodb888,2025,4376378672,WA8D7C3,623,4213,26250,9
dlwodb888,2025,4376379242,WA90E00,11152,495,55200,1
dlwodb888,2025,4376379690,WA712D8,5872,429,25190,1
dlwodb888,2025,4376381403,WA54A97,1194,3333,39790,5
dlwodb888,2025,4376383630,WA25C52,1454,2365,34380,5
dlwodb888,2025,4376388844,W9D4C9C,1569,2079,32620,5
dlwodb888,2025,4376392609,W9B311F,3488,6688,233310,15
dlwodb888,2025,4378206094,WD57DA6,1907,1320,25170,3
dlwodb888,2025,4378213928,WE6D9B1,4675,1749,81760,4
dlwodb888,2025,4384918026,WFGQQGP,3016,374,11280,1
dlwodb888,2025,4384921921,WDEE1A6,2551,770,19640,2
dlwodb888,2025,4384921929,W80B4BB,983,3322,32640,4
dlwodb888,2025,4384922775,WFGQ5EL,9547,2519,240480,6
dlwodb888,2025,4384922972,WAF644C,3521,495,17430,1
dlwodb888,2025,4384926637,WFG7JMC,7239,440,31850,1
dlwodb888,2025,4384926827,WFG5HE4,490,10065,49280,21
dlwodb888,2025,4384927118,WFG2XFO,1417,8778,124380,23
dlwodb888,2025,4384928896,WEB2BBC,9107,374,34060,1
dlwodb888,2025,4388161882,WCE4DCC,8505,374,31810,1
dlwodb888,2025,4402815703,WFG4SL3,6465,825,53340,2
dlwodb888,2025,4402816196,WF699FC,1125,1793,20180,4
dlwodb888,2025,4402816312,W714EC6,2234,2981,66600,8
dlwodb888,2025,4463464264,WCE21C4,15471,495,76580,1
dlwodb888,2025,4463471532,WA66331,5135,957,49140,2
dlwodb888,2025,4376343723,WCC38C9,437,6952,30370,20
dlwodb888,2025,4376393950,W99F0EF,283,11561,32680,57
dlwodb888,2025,4525940641,WB800F5,1499,1430,21440,3
dlwodb888,2025,4525941461,W7D6448,607,1694,10280,4
dlwodb888,2025,4525941467,W8E33AF,3150,682,21480,2
dlwodb888,2025,4525942347,WE6D656,3175,2816,89400,9
dlwodb888,2025,4525942540,WD5A802,1717,407,6990,1
dlwodb888,2025,4525942664,WDB5B3D,605,1837,11120,4
dlwodb888,2025,4376343225,WCD809F,15152,891,135000,4
dlwodb888,2025,4376348340,WC6F06B,2504,1540,38560,4
dlwodb888,2026,3767677436,WAE87E2,20238,495,100180,1
dlwodb888,2026,4195491871,WC019F3,803,7975,64010,18
dlwodb888,2026,4195492890,W9CEAFF,2647,2244,59390,3
dlwodb888,2026,4195497824,WB76108,26345,550,144900,1
dlwodb888,2026,4195507486,WAD274C,743,4345,32270,7
dlwodb888,2026,4206261893,WE592CE,870,20240,176000,43
dlwodb888,2026,4357144034,W24C82D,1427,2717,38780,5
dlwodb888,2026,4357145435,W4BEBDB,4765,1716,81760,3
dlwodb888,2026,4357145739,W5074A9,855,13277,113540,21
dlwodb888,2026,4357146252,W5B3C51,1539,2442,37580,4
dlwodb888,2026,4357147202,W72F4BF,1686,3751,63230,5
dlwodb888,2026,4357148831,W85E08B,446,16115,71800,28
dlwodb888,2026,4357150022,W9520C1,1484,3795,56300,5
dlwodb888,2026,4357150456,W97C61D,998,3784,37770,5
dlwodb888,2026,4357151251,W9C0338,12398,495,61370,1
dlwodb888,2026,4357151588,W9E57B7,3041,15587,474000,23
dlwodb888,2026,4357153521,WAE30C6,1743,7997,139350,9
dlwodb888,2026,4357153658,WAF1845,8279,935,77410,2
dlwodb888,2026,4357154029,WB3C5A2,1289,5445,70180,9
dlwodb888,2026,4357154782,WB9651C,1922,2508,48210,5
dlwodb888,2026,4357157097,WCE7B82,278,11165,31080,14
dlwodb888,2026,4376333977,WE80F42,1941,4345,84350,9
dlwodb888,2026,4376334011,WE7D14F,410,29579,121240,70
dlwodb888,2026,4376335206,WE21E39,1547,8514,131680,21
dlwodb888,2026,4376335712,WDF5D62,2085,6666,138960,17
dlwodb888,2026,4376336545,WDBD566,520,5907,30740,12
dlwodb888,2026,4376338594,WD6E5A4,4050,2508,101570,6
dlwodb888,2026,4376338903,WD6294B,21771,572,124530,2
dlwodb888,2026,4376339504,WD42985,1326,4829,64010,9
dlwodb888,2026,4376340774,WD22E0A,6691,880,58880,2
dlwodb888,2026,4376343042,WCE46C2,35561,1309,465500,3
dlwodb888,2026,4376344071,WCBB6C3,2529,3916,99040,11
dlwodb888,2026,4376345874,WC9B1CA,1543,3553,54820,11
dlwodb888,2026,4376347849,WC7BEE4,3060,5610,171640,13
dlwodb888,2026,4376357553,WBCEB94,4145,2508,103950,5
dlwodb888,2026,4376360368,WBA774A,1081,2706,29260,5
dlwodb888,2026,4376360746,WB9ED2D,4142,1980,82020,8
dlwodb888,2026,4376363033,WB84FB8,7312,385,28150,1
dlwodb888,2026,4376363063,WB7E8BA,1355,3828,51860,14
dlwodb888,2026,4376363759,WB73942,935,4169,39000,10
dlwodb888,2026,4376364170,WB6E68B,1657,1375,22790,3
dlwodb888,2026,4376364231,WB6D083,13024,495,64470,1
dlwodb888,2026,4376364984,WB6134E,1550,1386,21480,3
dlwodb888,2026,4376365522,WB478B5,4226,1903,80420,4
dlwodb888,2026,4376368806,WB16498,578,6919,40010,12
dlwodb888,2026,4376368923,WB143E2,1174,5830,68450,12
dlwodb888,2026,4376369923,WAF53F9,1805,2959,53420,6
dlwodb888,2026,4376373273,WAD2518,3306,2728,90180,6
dlwodb888,2026,4376375834,WAB097B,8824,495,43680,1
dlwodb888,2026,4376381953,,839,3223,27040,10
dlwodb888,2026,4376385172,,1081,4554,49220,20
dlwodb888,2026,4376389173,W9D13AD,2712,4312,116940,9
dlwodb888,2026,4376389452,W9CC95B,2606,4488,116940,10
dlwodb888,2026,4376393829,W99AC1E,2820,2079,58620,4
dlwodb888,2026,4376396938,W976A84,303,12881,39060,16
