상품번호,계정,판매자코드,상품명,광고비,광고전환ROAS%,실매출,실ROAS%,클릭
3695603484,rejoice678,W029BAD,보드메이트 칠판 필기구 정리함 분필 화이트 보드 마,902,0.0,206816,22928.6,1
4164300792,rejoice999,W029BAD,보드메이트 칠판 필기구 정리함,385,60820.8,206816,53718.4,1
4164328738,rejoice999,W3D3C75,full-size 코팅밧드 제과용오븐팬,0,0,206548,0,0
4328253698,rejoice567,W3D3C75,full-size 코팅밧드 제과 용오븐팬 풀 빵팬 ,0,0,206548,0,0
4366298040,dlrmsgh012,LCE_SX_L5581093_00,소형 미니 세면대 사각RB005 무광원홀수전+부속4,1122,21040.1,205920,18352.9,2
4376359819,dlwodb888,WBA8A49,3중구조바닥 블랙 스텐 IH냄비 4종 세트,924,0.0,203006,21970.3,3
4175268499,rejoice321,LCE_MX_L1163710,손끝 코팅 탑피트 장갑 흰색 백색 50켤레 묶음/천,2244,0.0,202476,9023.0,2
4361197085,rejoice234,LCE_SX_L0696681_00,남양 루카스나인 오리지널 라떼 50Tx4개/라떼50,803,0.0,201333,25072.6,2
4671133366,rejoice666,3934428,하리보 젤리 골드베렌 1kg 93개입 대용량 미니 ,319,0.0,200941,62990.9,1
4496468050,dlwodb000,LCE_SX_L2466773_00,슈가로로 곤약젤리 복숭아 150g(1타 10개입) ,638,24949.8,199932,31337.3,3
4165016205,rejoice999,WA5A5DF,크리넥스 젠틀 로션솝 물비누 500ml 9개 565,660,0.0,199854,30280.9,1
4328269849,rejoice222,WA5A5DF,크리넥스 젠틀 로션솝 물비누 500ml 9개 565,0,0,199854,0,0
4055679868,dlwodb111,W98C56A,펀치 펀칭 니들 프랑스 자수 세트 집콕 취미 DIY,1573,0.0,199756,12699.0,3
4059180978,rejoice999,W98C56A,펀치 펀칭 니들 프랑스 자수 세트 집콕 취미 DIY,1265,0.0,199756,15791.0,2
4059596318,rejoice987,W98C56A,펀치 펀칭 니들 프랑스 자수 세트 집콕 취미 DIY,0,0,199756,0,0
4306776584,dlwodbs222,W98C56A,펀치 펀칭 니들 프랑스 자수 세트 집콕 취미 DIY,407,0.0,199756,49080.1,1
4338893032,rejoice678,W98C56A,펀치 펀칭 니들 프랑스 자수 세트 집콕 취미 DIY,451,0.0,199756,44291.8,1
3070389540,rejoice999,W071710,신형 가스콕 2018년형 자동 차단기 타이머 ,0,0,199209,0,0
3421359886,rejoice987,W071710,신형 가스콕 2018년형 자동 차단기 타이머 ,385,0.0,199209,51742.6,1
3692428168,rejoice567,W071710,신형콕 2018년형 자동차단기 가 이머 차단기 콕 ,0,0,199209,0,0
3695535911,rejoice678,W071710,신형콕 2018년형 자동차단기 가 이머 차단기 콕 ,1958,0.0,199209,10174.1,3
3802034754,dlwodb111,W071710,신형콕 2018년형 자동차단기 가 이머 차단기 콕 ,495,0.0,199209,40244.2,1
4361880921,rejoice666,W071710,신형가스콕 2018년형 자동가스차단기 가스타이머,1903,8355.2,199209,10468.2,4
4626493679,rejoice222,W071710,신형가스콕 2018년형 자동가스차단기 가스타이머,385,0.0,199209,51742.6,1
4206468381,rejoice666,WD1E7A5,트라이탄 밀폐용기 김 냉장고 반찬통 직사각 6L 김,660,0.0,198646,30097.9,1
3690152628,rejoice666,WAD274B,수퍼타이 가루세제 분말세세 5kg 지함박스 -O 테,0,0,198455,0,0
3692455231,rejoice567,WAD274B,수퍼타이 가루세제 분말세세 5kg 지함박스 -O 테,0,0,198455,0,0
4059790941,rejoice444,WAD274B,수퍼타이 가루세제 분말세세 5kg 지함박스 -O,770,0.0,198455,25773.4,1
4357153303,dlwodb888,WAD274B,수퍼타이 가루세제 분말세세 5kg 지함박스 -O,770,0.0,198455,25773.4,1
3866758094,dlwodbs666,W3343C5,공간박스 2단 엔틱 조립형 공간박스 2단 엔틱 조립,330,0.0,196340,59497.0,1
4376377381,rejoice444,W3343C5,공간박스 2단 엔틱 조립형,1529,0.0,196340,12841.1,3
3866602396,dlwodbs666,WA2F870,3M인조가죽스티커 소파리폼 수선보수 120x50 소,385,0.0,195689,50828.3,1
4165237530,rejoice999,WA2F870,3M인조가죽스티커 소파리폼 수선보수 120x50,1232,0.0,195689,15883.8,2
4365565880,dlwodb111,WA2F870,3M인조가죽스티커 소파리폼 수선보수 120x50 소,2288,960.7,195689,8552.8,5
4369939149,rejoice567,WA2F870,3M인조가죽스티커 소파리폼 수선보수 120x50,0,0,195689,0,0
4402771581,rejoice999,WA2F870,3M인조가죽스티커 소파리폼 수선보수 120x50,385,28545.5,195689,50828.3,1
4626134069,rejoice222,WA2F870,3M인조가죽스티커 소파리폼 수선보수 120x50 인,605,0.0,195689,32345.3,1
4384919295,dlwodb888,WFGCXTG,스카트 유리거울 세정티슈 30매 x 8개,385,0.0,195415,50757.1,1
4460792016,rejoice444,WFGCXTG,스카트 유리거울 세정티슈 30매 x 8개,1496,14451.9,195415,13062.5,4
4060482911,dlwodbs222,W479E75,3M 펜라이트 PL-330,2706,7990.8,195049,7208.0,5
4298279705,rejoice999,W479E75,3M 펜라이트 PL-330,539,0.0,195049,36187.2,1
4365582769,rejoice987,W479E75,3M 펜라이트 PL-330 진료 용조명 등 LED ,330,0.0,195049,59105.8,1
4376372075,rejoice444,W479E75,3M 펜라이트 PL-330,495,0.0,195049,39403.8,1
4365541122,dlwodb111,WAE87DF,km-8300 힌지 69224 강화 도어 열쇠용품 ,660,0.0,193093,29256.5,1
4626133066,rejoice222,WAE87DF,km-8300 힌지 69224 강화도어힌지 열쇠용품,99,0.0,193093,195043.4,1
3513716465,rejoice678,W7CB40C,코렐 접시 원형 반찬 도자기 그릇 대 26cm 도자,341,0.0,192227,56371.6,1
4165021693,rejoice999,W7CB40C,코렐 접시 원형 반찬 도자기 접시 그릇 접시 대 2,0,0,192227,0,0
4195519806,dlwodb888,W7CB40C,코렐 접시 원형 반찬 도자기 접시 그릇 접시 대 2,0,0,192227,0,0
4376356985,rejoice444,W7CB40C,코렐 접시 원형 반찬 도자기 접시 그릇 접시 대 2,858,25629.4,192227,22404.1,2
4626136243,rejoice222,W7CB40C,코렐 접시 원형 반찬 도자기 그릇 대 26cm 반찬,1155,0.0,192227,16643.0,2
2786169471,rejoice666,W8D036B,마끼다 충전컷소 미니 소형 전기톱 JR 103 DZ,220,94277.3,192143,87337.7,1
4496328264,dlwodb777,LCE_MX_L6743418_00,에이스 승화전사 색연필/종이/칼라/연필/파란/고급/,1210,18148.8,191792,15850.6,2
4369155442,rejoice987,W4B1272,크리에듀 맥지니어스 스퀘어 16PCS 자석 퍼즐 사,0,0,191546,0,0
4376352782,rejoice444,W88A2EB,HS 목재 이동서랍 사무 업무 3단 서랍장 이동형,1089,0.0,191440,17579.4,2
4328273692,rejoice678,W8CA042,빈티지 레이스 테이블보 크기별로 3장세트 식탁보 레,539,0.0,190092,35267.5,1
4182576474,dlrmsgh012,LCE_SX_L0193256_00,라미에이스라미네이터(JAM FREE JFL3302 ,594,36170.0,189828,31957.6,2
4554280769,rejoice234,LCE_MX_L7807051_02,(45086 두루마리24롤)45086 크리넥스 물에,99,52787.9,187408,189301.0,1
4369123106,dlwodb111,WC30812,마이룸 경사형 펜홀터 문구 수납함 데스크 오거나이저,539,0.0,185870,34484.2,1
4165167431,rejoice999,W9E7BCA,베이직 큰블록 사각블록 대용량 약270pcs 놀이교,0,0,181844,0,0
4164286135,rejoice999,W065795,에너자이저 맥스 알카라인 사각건전지 9V 10알 6,0,0,181186,0,0
4361257732,rejoice321,LCE_SX_L0709382_00,(금호화학) 리빙박스 60L 플라스틱 다용도 보관함,660,31442.4,181100,27439.4,1
4175243502,rejoice321,LCE_SX_L4817939,COZY COOING 코지 쿠잉 킥보드/어린이킥보드,660,31345.5,180724,27382.4,1
4386147286,dlwodb000,LCE_SX_L4817939,COZY COOING 코지 쿠잉 킥보드/아동/키즈/,495,0.0,180724,36509.9,1
3512908954,rejoice678,W9E843A,농축된 순도99 알로에_베라겔 함유 피부 수딩겔 3,1342,0.0,180321,13436.7,4
4376376973,rejoice444,W33E50F,덕신 빨대컵(300ml)x(10개)병원물컵 빨대물병,616,0.0,180208,29254.5,1
4620542092,dlwodb888,W33E50F,덕신 빨대컵(300ml)x(10개)병원물컵 빨대물병,1309,18114.6,180208,13766.8,2
4620549814,rejoice222,WBBC692,2단 알루미늄 노트북 거치대 접이식 휴대용 받침대,605,26786.8,179053,29595.5,1
3000465842,rejoice222,W9E9E52,테프론 베이킹 시트 브라운 38cm x 58 10 ,0,0,178649,0,0
4165000617,rejoice999,W9E9E52,테프론 베이킹시트 브라운 38cm x 58cm 10,1100,0.0,178649,16240.8,1
3070403776,rejoice999,W6DF392,포크 수저 10 세트 커트러리 숟가락 티포크 디저트,1496,0.0,178331,11920.5,2
4376362329,rejoice444,W6DF392,포크 수저 10세트 커트러리 숟가락 티포크 디저트,1496,0.0,178331,11920.5,2
4365515041,dlwodbs666,W7F2050,페르비타 프리미엄 IH 통5중 냄비 2종 스텐냄비 ,748,0.0,177555,23737.3,2
4376356033,rejoice444,W7F2050,페르비타 프리미엄 IH 통5중 냄비 2종,748,0.0,177555,23737.3,2
4376343765,dlwodb888,WCC8929,프리미엄 고급 원목 체스 게임 자석 체스판,583,0.0,176006,30189.7,1
4365514897,rejoice666,WC7BEE4,팬틴 샴푸 극손상 1200ml 린스,1430,0.0,174520,12204.2,3
4376340639,dlwodb888,WD26D24,해적선블럭(12개),990,0.0,174246,17600.6,2
4477410610,dlwodb000,WD26D24,해적선블럭(12개),990,3977.8,174246,17600.6,2
4626131172,rejoice222,WD26D24,해적선블럭(12개) 블럭 조립완구 합체블럭 해적선,1320,0.0,174246,13200.5,2
4193265999,rejoice794,LCE_SX_L1043168_00,h28 아이존)쥬쥬아이돌헤드셋마이크/노래마이크/유아,99,201070.7,174202,175961.6,1
4165122276,rejoice999,WC6D208,신일 저소음 자동계폐식 환풍기 25KA 욕실 빌딩,319,0.0,173089,54259.9,1
4376348480,dlwodb888,WC6D208,신일 국산 저소음 자동계폐식 환풍기 25KA 욕실 ,1122,0.0,173089,15426.8,2
4164291118,rejoice999,W6DD799,시세이도 센카휩 클렌져,1903,0.0,173017,9091.8,5
4365537862,dlwodb777,W6DD799,시세이도 센카휩 클렌져 코스트코 폼클렌져,2211,0.0,173017,7825.3,8
4376362111,rejoice444,W6DD799,시세이도 센카휩 클렌져,1254,0.0,173017,13797.2,3
4193685534,rejoice794,LCE_MX_L2595428_00,신한 유화물감 징크화이트 100ml (725)/매트,1881,0.0,172987,9196.5,2
4059680370,rejoice444,WB7197E,여행용 3단접이식 니치칫솔치약세트 10개 랜덤발송,550,0.0,172556,31373.8,1
4144841134,rejoice678,WB7197E,여행용 3단접이식 니치칫솔치약세트(10개) 랜덤발송,0,0,172556,0,0
4626137874,rejoice222,W3C5C2B,로즈포토 2인 식기세트 11p 홈세트 그릇세트 접시,2365,0.0,172153,7279.2,5
4361193768,dlrmsgh012,LCE_MX_L6746667_00,토레타 500ml (24페트)/캔음료/음료/이온/음,1441,0.0,171783,11921.1,1
4245234206,rejoice987,WB2F139,무궁화 오클린 다목적 세제 750ml 6개(1box,1100,17141.8,170916,15537.8,2
4361243008,rejoice794,LCE_SX_L3043613,블랙야크 방한 귀마개 귀덮개 귀도리 겨울귀마개/겨울,1485,1105.1,170626,11490.0,3
3000280988,rejoice222,W85E08B,우르 오스 미끌 거림 없이 개운 페이스 바디 워시 ,385,0.0,170288,44230.6,1
3755729537,dlwodb777,W85E08B,우르오스 미끌거림없이 개운 페이스바디워시 500ml,2079,0.0,170288,8190.9,5
4058562434,rejoice567,W85E08B,우르오스 미끌거림없이 개운 페이스바디워시 500ml,2365,0.0,170288,7200.3,4
4245233036,rejoice987,W85E08B,우르오스 미끌거림없이 개운 페이스바디워시 500ml,1650,0.0,170288,10320.5,3
4256903556,dlwodbs666,W85E08B,우르오스 미끌거림없이 개운 페이스바디워시 500ml,2200,0.0,170288,7740.4,4
4361880970,rejoice666,W85E08B,우르오스 미끌거림없이 개운 페이스바디워시 500ml,2211,0.0,170288,7701.9,4
4376354107,rejoice444,W85E08B,우르오스 미끌거림없이 개운 페이스바디워시 500ml,660,0.0,170288,25801.2,1
4402786056,rejoice567,W85E08B,우르오스 미끌거림없이 개운 페이스바디워시 500ml,1155,0.0,170288,14743.5,2
4621710528,dlwodb888,W85E08B,우르오스 바디워시 500ml 2입 미끌거림없이 개운,561,0.0,170288,30354.4,1
4626135786,rejoice222,W85E08B,우르오스 미끌거림없이 개운 페이스바디워시 500ml,2849,4139.7,170288,5977.1,6
4284746858,tmxkql222,LCE_SX_L5153128_00,존슨 핑크로션 500ml 3개/유아로션/피부로션/순,0,0,170174,0,0
4387300310,dlwoddbs55,LCE_SX_L5153128_00,존슨 핑크로션 500ml 3개/유아/로션즈/베이비/,990,19478.8,170174,17189.3,2
3692869009,rejoice567,W33680C,D2 런닝머신오일 550ml 런닝머신수리 워킹머신오,0,0,169984,0,0
3695855429,rejoice678,W33680C,D2 런닝머신오일 550ml 런닝머신수리 워킹머신오,2101,3731.6,169984,8090.6,2
3804592603,rejoice987,W33680C,D2 런닝머신오일 550ml 런닝머신수리 워킹머신오,220,0.0,169984,77265.5,1
4059532829,tmxkqlwus,W33680C,D2 런닝머신오일 550ml 런닝머신수리 워킹머신오,0,0,169984,0,0
4164329860,rejoice999,W33680C,D2 런닝머신오일 550ml 런닝머신수리 워킹머신오,1100,0.0,169984,15453.1,1
4376377104,rejoice444,W33680C,D2 런닝머신오일 550ml 런닝머신수리 워킹머신오,0,0,169984,0,0
4401811693,dlwoddbs55,LCE_SX_L5540120_01,(속기저귀뉴라운드형 | 1박스(30매x8팩))샘방지,176,105306.8,169292,96188.6,1
4328316282,rejoice678,W987E61,내구성 좋은 본차이나 베니카 홍차잔 2인세트 커피잔,2805,0.0,168959,6023.5,6
4376395572,dlwodb888,W987E61,내구성 좋은 본차이나 베니카 홍차잔 2인세트,385,0.0,168959,43885.5,1
4626134657,rejoice222,W987E61,내구성 좋은 본차이나 베니카 홍차잔 2인세트 커피잔,605,0.0,168959,27927.1,1
4626502715,rejoice222,W987E61,내구성 좋은 본차이나 베니카 홍차잔 2인세트,1375,0.0,168959,12287.9,4
3512944088,rejoice678,W96DA45,그린숲물티슈(100매)30개 캡형 국산 저자극 피톤,2904,6232.8,167808,5778.5,5
3692709041,rejoice567,W96DA45,그린숲물티슈 100매 -30개 캡형 저자극 피톤치드,1309,0.0,167808,12819.6,3
3802074878,dlwodb111,W53F5E1,스노우골드 500mg 뿌리는 식용금가루 식용금 가루,2068,2013.5,167438,8096.6,7
4260001245,dlwodbs444,LCE_SX_L0768002_00,박상병 국산 핫팩 150g 손난로형 10개/핫팩/손,0,0,167260,0,0
2711615652,rejoice666,W8FF528,캐논 셀피 CP 1200 잉크+ 인화지 108매 1,0,0,167000,0,0
4165026534,rejoice999,W8FF528,캐논 정품 셀피 CP1200 잉크+인화지 108매 ,0,0,167000,0,0
4376347132,rejoice444,W8FF528,캐논 정품 셀피 CP1200 잉크+인화지 108매 ,0,0,167000,0,0
4477400177,dlwodb000,WE21E4B,룰루모어 상하복 2종세트 스마일 (LU78),1815,0.0,166823,9191.3,7
4525947859,rejoice678,WDEDC18,하리오 도자기 커피드리퍼 핸드드립세트 XVDD 30,0,0,166656,0,0
4612398969,rejoice666,WDEDC18,하리오 도자기 커피드리퍼 핸드드립세트 XVDD 30,2761,4143.4,166656,6036.1,5
4620545031,rejoice222,WDEDC18,하리오 도자기 커피드리퍼 핸드드립세트 XVDD 30,638,0.0,166656,26121.6,1
3513668816,rejoice678,W951EDE,악어 고무장갑 L(대)x10켤레,440,34663.6,166330,37802.3,1
4060103154,tmxkqlwus,W951EDE,악어 주름 고무장갑 L 대 x10켤레,990,4563.6,166330,16801.0,2
4547376805,dlrmsgh012,LCE_SX_L3060849_00,오스람 형광램프 36w x 25개/엘이디/주방/화장,2453,7708.1,165509,6747.2,8
4365577296,rejoice987,WC9C763,올인원 다용도 사무실 신발 가방 정리 보관함 장 케,539,0.0,164377,30496.7,1
4402791512,rejoice987,WC9C763,올인원 다용도 사무실 신발 가방 정리 보관함,0,0,164377,0,0
4713983534,dlwodbs333,WBD7327,스포츠 액티브 딥쿠션 두꺼운 무릎보호대 패드 쿠션,0,0,163670,0,0
4395127149,dlwodbs333,LCE_SX_L7562856_00,(캐스B)보드게임 꿀벌트리(1402)/어린이/자료/,649,13886.0,163662,25217.6,1
3695343584,rejoice678,W195089,하모니트리 그래픽스티커 시트지 벽지 포인트스티커 데,1276,14037.6,162634,12745.6,2
4142557921,rejoice567,W6D2620,MAXTILL SB-200 USB 전원 사운드바 스,0,0,162275,0,0
4365521034,rejoice987,W6D2620,MAXTILL SB-200 USB 전원 사운드바 스,0,0,162275,0,0
4369084582,rejoice666,W6D2620,MAXTILL SB-200 USB 전원 사운드바 스,1199,14579.6,162275,13534.2,2
4376362578,rejoice444,W6D2620,MAXTILL SB-200 USB 전원 사운드바 스,0,0,162275,0,0
4599704335,rejoice567,W96ADA1,유한락스 오리지널 대용량 업소용 18kg,1254,0.0,160818,12824.4,2
4620546467,rejoice222,WB16498,방수 발수 넓은 쇼파패드 기능성 소파매트 3 4인용,1430,0.0,160374,11215.0,3
4330352434,rejoice911,유한젠 스포츠,유한젠 스포츠 액체형 세제 아웃도어 산소계 표백제 ,418,0.0,159464,38149.3,1
4620551726,rejoice222,WE161FA,베베숲 트러스트 캡형 물티슈 80매x20개입,550,0.0,159459,28992.5,1
4495989955,dlwodb777,LCE_SX_L5992136,sg투명 사각대형풀장-262/어린이/놀이/매트/사각,1188,15088.4,159347,13413.0,3
4060185292,rejoice666,WB5D859,생분해 비닐봉투 중형 8L 100매,2882,6226.2,159212,5524.4,5
4463453874,rejoice444,WBD5281,코디 아트앤포켓몬 미니 미용티슈 230매x6입 1팩,1133,15406.9,158848,14020.1,2
2936788624,rejoice222,W099CF7,56722 크리넥스 럭셔리 폼 솝(무향) 1000m,0,0,158836,0,0
3695871082,rejoice678,W099CF7,56722 크리넥스 럭셔리 폼 솝 무향 1000ml,0,0,158836,0,0
3877375494,dlwodbs666,W099CF7,56722 크리넥스 럭셔리 폼 솝 무향 1000ml,0,0,158836,0,0
4164332724,rejoice999,W099CF7,56722 크리넥스 럭셔리 폼 솝 무향 1000ml,0,0,158836,0,0
4357142876,dlwodb888,W099CF7,56722 크리넥스 럭셔리 폼 솝(무향) 1000m,0,0,158836,0,0
4055882759,dlwodb111,WB4300E,하기스 내츄럴케어 플러스 물티슈 캡형 64매x6입,1045,10327.3,158650,15181.8,2
4348016817,dlwodbs666,WB4300E,하기스 내츄럴케어 플러스 물티슈 캡형 64매x6입 ,1155,0.0,158650,13735.9,2
4365521146,rejoice222,WB4300E,하기스 내츄럴케어 플러스 물티슈 캡형 64매x6입 ,517,0.0,158650,30686.7,1
4376365926,dlwodb888,WB4300E,하기스 내츄럴케어 플러스 물티슈 캡형 64매x6입,605,0.0,158650,26223.1,1
3662761936,dlwodb111,W458497,프리미엄 곤충젤리 100개 곤충전용. 곤충 젤리 사,176,0.0,157722,89614.8,1
4164260076,rejoice999,W458497,프리미엄 곤충젤리 100개 곤충전용.,0,0,157722,0,0
4357145132,dlwodb888,W458497,프리미엄 곤충젤리 100개 곤충전용.,649,0.0,157722,24302.3,1
4620550610,rejoice222,W458497,프리미엄 곤충젤리 100개 곤충전용.,649,4191.1,157722,24302.3,2
4626137692,rejoice222,W458497,프리미엄 곤충젤리 100개 곤충전용. 사슴벌레 장수,1320,0.0,157722,11948.6,2
4384913605,dlwodb888,WE3E19F,후룻 바이 더 풋 버라이어티팩 1.02kg,341,52046.9,157607,46219.1,1
4197085755,rejoice794,LCE_SX_L1839329_00,티피링크 TP-LINK Archer C64 듀얼 밴,0,0,156926,0,0
4496409346,dlwodb000,LCE_SX_L1839329_00,티피링크 TP-LINK Archer C64 듀얼 밴,330,0.0,156926,47553.3,1
4058763342,rejoice444,WE23CE9,세면대 배관 수전 스패너4종세트 멀티 만능 렌치 몽,2222,0.0,155524,6999.3,4
4256905271,dlwodbs666,WE23CE9,세면대 배관 수전 스패너4종세트 멀티 만능 렌치 몽,440,0.0,155524,35346.4,1
4365567548,dlwodb111,WE23CE9,세면대 배관 수전 스패너4종세트 멀티 만능 렌치 몽,550,0.0,155524,28277.1,1
4369651788,rejoice222,WE23CE9,세면대 배관 수전 스패너4종세트 멀티 만능 렌치 몽,1870,0.0,155524,8316.8,3
4376335163,dlwodb888,WE23CE9,세면대 배관 수전 스패너4종세트 멀티 만능 렌치 몽,649,0.0,155524,23963.6,1
4164278085,rejoice999,W0E5365,자석다트게임 대 디자인랜덤 마그네틱 스포츠게임,0,0,155160,0,0
4253226817,rejoice567,W0E5365,자석다트게임/대/디자인랜덤/마그네틱 스포츠게임,0,0,155160,0,0
4357143033,dlwodb888,W0E5365,자석다트게임/대/디자인랜덤/마그네틱 스포츠게임,0,0,155160,0,0
4376456066,dlwoddbs55,LCE_MX_L3120798_00,크라운 땅콩카라멜 120gx10개입/어르신간식/캬라,0,0,154656,0,0
4172002453,rejoice234,LCE_SX_L2510764_00,크리넥스 데코소프트 두루마리 화장지 30m 72롤 ,924,0.0,153890,16654.8,2
4632944473,dlwoddbs55,LCE_SX_L7794643_00,Coms 나비 NV164-VCC1V 차량용 무선 청,660,0.0,153873,23314.1,1
3868734543,dlwodbs666,W3D98A4,베이블레이드 버스트 초제트 블러디롱기누스 팽이 장난,495,35646.5,153010,30911.1,1
4121928537,dlwodbs222,W3D98A4,베이블레이드 버스트 초제트 블러디롱기누스,0,0,153010,0,0
4365519487,rejoice567,W3D98A4,베이블레이드 버스트 초제트 블러디롱기누스 팽이 장난,275,0.0,153010,55640.0,1
4365528853,rejoice567,WBB75CB,화재 감지기 탈부착기 교체봉 7.5m 교체 봉,539,0.0,151573,28121.2,1
4612445112,rejoice987,WBB75CB,화재 감지기 탈부착기 교체봉 7.5m,1353,12579.5,151573,11202.7,3
4620552270,rejoice222,WBB75CB,화재 감지기 탈부착기 교체봉 7.5m,649,0.0,151573,23354.9,2
4626131972,rejoice222,WBB75CB,화재 감지기 탈부착기 교체봉 7.5m 교체 감지기봉,572,0.0,151573,26498.8,1
4357154401,dlwodb888,WB72469,보쉬 충전 송풍기 GBL18V-120 (배터리X 충,0,0,151260,0,0
4367077549,rejoice222,WB72469,보쉬 충전 송풍기 GBL18V-120 (배터리X 충,0,0,151260,0,0
2711809639,rejoice666,W8FF52F,SELPHY CP 1300 캐논 검정+ 칼라 잉크 ,913,17789.7,151102,16550.1,1
4365561288,dlwodbs222,WF1E259,극세사 담요 특대형 200x230cm/밍크담요 무릎,0,0,151032,0,0
4376332499,dlwodb888,WF1E259,극세사 담요 특대형 200x230cm/밍크담요 무릎,1210,14052.9,151032,12482.0,2
4365559988,rejoice987,WAB0838,뚜러펑 2L 배수구청소 (한박스) 버블윅 깨끗 청소,0,0,150761,0,0
4343732209,dlrmsgh012,LCE_SX_L0701396_00,일월 해든마루 카본매트 삼각포그니 워셔블 전기매트 ,495,32892.9,149446,30191.1,1
4315856401,rejoice911,LCE_SX_L5903145_00,칼집비엔나(하림 냉장 1K) X10/소시지/구정/선,1958,0.0,149157,7617.8,6
4596205584,rejoice666,W8FF525,캐논 정품 SELPHY CP1200 잉크+인화지 1,0,0,148145,0,0
4056124525,dlwodb111,WAD4C32,유한킴벌리 크리넥스 디럭스 미니 카카오프렌즈,253,62924.9,147972,58487.0,1
3868237870,rejoice666,W861F4D,한일전기 EKS-300SAP 셔터그릴형 볼베어링 환,0,0,147408,0,0
4164975869,rejoice999,W861F4D,한일전기 EKS-300SAP 셔터그릴형 볼베어링 환,506,0.0,147408,29132.0,1
4376353802,rejoice444,W861F4D,한일전기 EKS-300SAP 셔터그릴형 볼베어링 환,0,0,147408,0,0
2936781800,rejoice222,WA4D4A1,필립스 9305 스테인 레스 전기 주전자 포트 1.,440,0.0,147243,33464.3,1
4164979410,rejoice999,WA4D4A1,필립스9305 스테인레스 전기주전자 전기포트 1.5,1056,0.0,147243,13943.5,2
4357152181,dlwodb888,WA4D4A1,필립스9305 스테인레스 전기주전자 전기포트 1.5,0,0,147243,0,0
4365564267,dlwodbs666,WA4D4A1,9305 스테인레스 전기주전자 전기포트 1.5L 전,495,0.0,147243,29746.1,1
4369806512,dlwodbs222,WA4D4A1,필립스9305 스테인레스 전기주전자 전기포트 1.5,495,0.0,147243,29746.1,1
4369938619,rejoice567,WA4D4A1,필립스9305 스테인레스 전기주전자 전기포트 1.5,0,0,147243,0,0
4376381814,dlwodb888,WA4D4A1,필립스9305 스테인레스 전기주전자 전기포트 1.5,539,0.0,147243,27317.8,1
4221141763,tmxkql111,LCE_SX_L2796902_01,(골드트리 수목용 수간주사 활력액 500ml)골드트,429,0.0,147138,34297.9,1
4691621051,dlwodbs333,LCE_MX_L0013508_01,(치즈455g 1개+오리지널525g 1개)CJ제일제,990,0.0,146700,14818.2,1
3512939798,rejoice678,WC93039,디펜드 A플러스 일자형 30매 6P 시니어 속기저귀,671,0.0,146660,21856.9,2
4060655126,dlwodb777,WC93039,디펜드 A플러스 일자형 30매 6P 시니어 속기저귀,418,0.0,146660,35086.1,2
4626131389,rejoice222,WC93039,디펜드 A플러스 일자형 30매 6P 시니어 속기저귀,1419,0.0,146660,10335.4,5
4626495696,rejoice222,WC93039,디펜드 A플러스 일자형 30매 6P 시니어 속기저귀,847,18734.4,146660,17315.2,3
4343742665,dlwodb000,LCE_SX_L9294523_00,ES 파이프 세면수전 수도꼭지/세면대/욕실/샤워/연,495,33608.1,145872,29469.1,1
4298975241,dlwodb000,LCE_SX_L8109627_00,옛날 자른미역 50G 30개/해조류/요리용미역/유기,935,17573.3,145852,15599.1,2
3692355433,rejoice567,WADE092,변성실리콘 외부방수 MS2000 300ml녹색1박스,0,0,144487,0,0
3695484149,rejoice678,WADE092,변성실리콘 외부방수 MS2000 300ml녹색1박스,0,0,144487,0,0
4059532106,tmxkqlwus,WADE092,변성실리콘 외부방수 MS2000 300ml녹색1박스,0,0,144487,0,0
4165087362,rejoice999,WADE092,변성실리콘 외부방수 MS2000 300ml녹색1박스,1815,8935.0,144487,7960.7,2
4376372009,dlwodb888,WADE092,오성 변성실리콘 외부방수 MS2000 300ml녹색,220,0.0,144487,65675.9,1
4626133246,rejoice222,WADE092,오성 변성실리콘 외부방수 MS2000 300ml녹색,1320,0.0,144487,10946.0,2
4175727696,rejoice321,LCE_SX_L2413852_00,백설 찹쌀호떡믹스 400g/감자전분/전분/베이킹재료,660,0.0,143890,21801.5,1
4361611099,tmxkql111,LCE_SX_L2413852_00,백설 찹쌀호떡믹스 400g/아이/간식/제빵재료/베이,2189,0.0,143890,6573.3,5
4496475767,dlwodb000,LCE_SX_L2413852_00,백설 찹쌀호떡믹스 400g,990,0.0,143890,14534.3,2
4365510186,rejoice666,WABDF36,에그톡 8p컬러 물감놀이(프리티) 크레파스 물감 그,495,35969.7,143882,29067.1,1
4376328605,dlwoddbs55,LCE_MX_L7196562_00,극세사 이지텍스 다용도33X68cmx5장.캉가루/세,0,0,143837,0,0
4376902773,dlwoddbs55,LCE_MX_L7196562_00,극세사 이지텍스 다용도33X68cmx5장.캉가루/청,2882,0.0,143837,4990.9,3
3662836927,dlwodb111,W6CE175,클린앤매직앤젤 단백질얼룩제거 혈흔제거제 찌든때제거 ,308,0.0,143444,46572.7,1
3695388549,rejoice678,W6CE175,클린앤매직앤젤 단백질얼룩제거 혈흔제거제 찌든때제거 ,0,0,143444,0,0
4164267140,rejoice999,W6CE175,클린앤매직앤젤,0,0,143444,0,0
3512951537,rejoice678,W0954F9,종이타올 47202 크리넥스 프리미엄 핸드타올 F1,0,0,142880,0,0
