상품번호,계정,판매자코드,상품명,광고비,광고전환ROAS%,실매출,실ROAS%,클릭
4361544378,tmxkql111,LCE_SX_L5789557_00,빵가루새우튀김(소울 50g x10미 500g) X1,539,79658.6,372562,69121.0,2
4612434626,rejoice999,W982A51,구리판 적동판 동판 0.1T 200 300 M판매 ,858,0.0,369750,43094.4,2
4361161101,rejoice321,LCE_SX_L3798028_00,팝콘 믹스 70g-12개 간편간식 맥주안주 팝콘추천,286,147251.7,364591,127479.4,2
3692358501,rejoice567,W56F4A5,석재용 에폭시 EP930 주제4KG+경화제4KG -,0,0,360624,0,0
4144514325,dlwodbs666,W56F4A5,오공 석재용 에폭시 EP930(주제4KG+경화제4K,550,0.0,360624,65568.0,1
4164284101,rejoice999,W56F4A5,오공 석재용 에폭시 EP930 주제4KG+경화제4K,2541,0.0,360624,14192.2,3
4365571432,dlwodbs666,W56F4A5,석재용 에폭시 EP930(주제4KG+경화제4KG)-,99,0.0,360624,364266.7,1
4376367557,rejoice444,W56F4A5,오공 석재용 에폭시 EP930(주제4KG+경화제4K,1628,2913.4,360624,22151.4,3
4463468033,rejoice987,W56F4A5,오공 석재용 에폭시 EP930(주제4KG+경화제4K,0,0,360624,0,0
4620552301,dlwodb888,W56F4A5,오공 석재용 에폭시 EP930(주제4KG+경화제4K,2068,2191.0,360624,17438.3,4
3804699801,rejoice987,WAD274C,테크 액체세제 드럼용 용기형 3리터 -O 테크액체세,440,0.0,354867,80651.6,1
4165002143,rejoice999,WAD274C,테크 액체세제 드럼용 용기형 3리터 -O,1188,0.0,354867,29871.0,3
4369726502,tmxkqlwus,WAD274C,테크 액체세제 드럼용 용기형 3리터 -O,660,0.0,354867,53767.7,1
4376373226,dlwodb888,WAD274C,테크 액체세제 드럼용 용기형 3리터 -O,1287,0.0,354867,27573.2,2
4253226705,rejoice567,W1A2A37,선도유지제 식품 산소흡수제 자체반응형 10개X10팩,440,0.0,351646,79919.5,1
4328266325,rejoice678,W1A2A37,선도유지제 식품 산소흡수제 자체반응형 10개X10팩,385,0.0,351646,91336.6,1
4620557098,rejoice222,W1A2A37,선도유지제 식품 산소흡수제 자체반응형 10개X10팩,770,0.0,351646,45668.3,2
4146315438,rejoice234,LCE_SX_L4729507_00,도무스 전기 인덕션 전기레인지 핫플레이트 1구 16,1034,36781.4,346889,33548.3,2
